municipio,provincia,codigo_ine,num_centros_salud,municipio_nombre_humano
Oliva de Plasencia,Cáceres,10136,1,Oliva de Plasencia
Olivar (El),Guadalajara,19200,1,El Olivar
Olivares,Sevilla,41067,1,Olivares
Olivares de Duero,Valladolid,47103,1,Olivares de Duero
Olivares de Júcar,Cuenca,16139,1,Olivares de Júcar
Olivella,Barcelona,8148,1,Olivella
Olivenza,Badajoz,6095,6,Olivenza
Ollauri,La Rioja,26111,1,Ollauri
Olleria (l'),Valencia,46183,1,L' Olleria
Olmeda de Cobeta,Guadalajara,19201,2,Olmeda de Cobeta
Olmeda de Jadraque (La),Guadalajara,19202,1,La Olmeda de Jadraque
Olmeda de la Cuesta,Cuenca,16140,1,Olmeda de la Cuesta
Olmeda de las Fuentes,Madrid,28101,1,Olmeda de las Fuentes
Olmeda del Rey,Cuenca,16141,1,Olmeda del Rey
Olmedilla de Alarcón,Cuenca,16142,1,Olmedilla de Alarcón
Olmedilla de Eliz,Cuenca,16143,1,Olmedilla de Eliz
Olmedillo de Roa,Burgos,9235,1,Olmedillo de Roa
Olmedo,Valladolid,47104,1,Olmedo
Olmedo de Camaces,Salamanca,37223,1,Olmedo de Camaces
Olmillos de Castro,Zamora,49138,4,Olmillos de Castro
Olmillos de Muñó,Burgos,9236,1,Olmillos de Muñó
Olmos (Los),Teruel,44173,1,Los Olmos
Olmos de Esgueva,Valladolid,47105,1,Olmos de Esgueva
Olmos de Ojeda,Palencia,34114,7,Olmos de Ojeda
Olmos de Peñafiel,Valladolid,47106,1,Olmos de Peñafiel
Olocau,Valencia,46182,1,Olocau
Olocau del Rey,Castellón,12083,1,Olocau del Rey
Olombrada,Segovia,40149,3,Olombrada
Olóriz/Oloritz,Navarra,31192,0,Olóriz/Oloritz
Olost,Barcelona,8149,1,Olost
Olot,Girona,17114,2,Olot
Oluges (Les),Lleida,25152,1,Les Oluges
Olula de Castro,Almería,4068,1,Olula de Castro
Olula del Río,Almería,4069,1,Olula del Río
Olvan,Barcelona,8144,2,Olvan
Ólvega,Soria,42134,2,Ólvega
Olvena,Huesca,22164,1,Olvena
Olvera,Cádiz,11024,1,Olvera
Olvés,Zaragoza,50194,1,Olvés
Omañas (Las),León,24104,4,Las Omañas
Omellons (Els),Lleida,25153,1,Els Omellons
Omells de na Gaia (Els),Lleida,25154,1,Els Omells de na Gaia
Oncala,Soria,42135,4,Oncala
Onda,Castellón,12084,2,Onda
Ondara,Alicante,3095,1,Ondara
Ondarroa,Bizkaia,48073,1,Ondarroa
Onil,Alicante,3096,1,Onil
Onís,Asturias,33043,1,Onís
Ontígola,Toledo,45123,1,Ontígola
Ontinyent,Valencia,46184,3,Ontinyent
Ontiñena,Huesca,22165,1,Ontiñena
Ontur,Albacete,2056,1,Ontur
Onzonilla,León,24105,5,Onzonilla
Oña,Burgos,9238,8,Oña
Oñati,Gipuzkoa,20059,1,Oñati
Oquillas,Burgos,9239,1,Oquillas
Orba,Alicante,3097,1,Orba
Orbada (La),Salamanca,37224,2,La Orbada
Orbaizeta,Navarra,31195,1,Orbaizeta
Orbaneja Riopico,Burgos,9241,2,Orbaneja Riopico
Orbara,Navarra,31196,1,Orbara
Orbita,Ávila,5174,1,Orbita
Orcajo,Zaragoza,50195,1,Orcajo
Orce,Granada,18146,1,Orce
Orcera,Jaén,23065,1,Orcera
Ordes,A Coruña,15059,1,Ordes
Ordial (El),Guadalajara,19203,2,El Ordial
Ordis,Girona,17115,1,Ordis
Ordizia,Gipuzkoa,20076,1,Ordizia
Orea,Guadalajara,19204,1,Orea
Orejana,Segovia,40150,1,Orejana
Orellana de la Sierra,Badajoz,6096,1,Orellana de la Sierra
Orellana la Vieja,Badajoz,6097,1,Orellana la Vieja
Orendain,Gipuzkoa,20905,0,Orendain
Orera,Zaragoza,50196,1,Orera
Orés,Zaragoza,50197,1,Orés
Orexa,Gipuzkoa,20060,1,Orexa
Organyà,Lleida,25155,1,Organyà
Orgaz,Toledo,45124,1,Orgaz
Órgiva,Granada,18147,3,Órgiva
Oria,Almería,4070,2,Oria
Orihuela,Alicante,3099,20,Orihuela
Orihuela del Tremedal,Teruel,44174,1,Orihuela del Tremedal
Orio,Gipuzkoa,20061,1,Orio
Orís,Barcelona,8150,1,Orís
Orísoain,Navarra,31197,0,Orísoain
Oristà,Barcelona,8151,1,Oristà
Orkoien,Navarra,31906,1,Orkoien
Ormaiztegi,Gipuzkoa,20062,1,Ormaiztegi
Oronz/Orontze,Navarra,31198,1,Oronz/Orontze
Oropesa,Toledo,45125,1,Oropesa
Oropesa del Mar/Orpesa,Castellón,12085,4,Oropesa del Mar/Orpesa
Oroso,A Coruña,15060,1,Oroso
Orotava (La),Santa Cruz de Tenerife,38026,5,La Orotava
Oroz-Betelu/Orotz-Betelu,Navarra,31199,1,Oroz-Betelu/Orotz-Betelu
Orozko,Bizkaia,48075,1,Orozko
Orpí,Barcelona,8152,0,Orpí
Orreaga/Roncesvalles,Navarra,31211,1,Orreaga/Roncesvalles
Orrios,Teruel,44175,1,Orrios
Òrrius,Barcelona,8153,1,Òrrius
Ortigosa de Cameros,La Rioja,26112,1,Ortigosa de Cameros
Ortigosa de Pestaño,Segovia,40151,1,Ortigosa de Pestaño
Ortigosa del Monte,Segovia,40901,1,Ortigosa del Monte
Ortigueira,A Coruña,15061,3,Ortigueira
Ortuella,Bizkaia,48083,1,Ortuella
Orusco de Tajuña,Madrid,28102,1,Orusco de Tajuña
Orxeta,Alicante,3098,1,Orxeta
Os de Balaguer,Lleida,25156,2,Os de Balaguer
Osa de la Vega,Cuenca,16145,1,Osa de la Vega
Oseja,Zaragoza,50198,1,Oseja
Oseja de Sajambre,León,24106,4,Oseja de Sajambre
Osera de Ebro,Zaragoza,50199,1,Osera de Ebro
Oso (El),Ávila,5175,0,El Oso
Osor,Girona,17116,1,Osor
Osornillo,Palencia,34116,1,Osornillo
Osorno la Mayor,Palencia,34901,4,Osorno la Mayor
Ossa de Montiel,Albacete,2057,1,Ossa de Montiel
Osso de Cinca,Huesca,22167,2,Osso de Cinca
Ossó de Sió,Lleida,25157,4,Ossó de Sió
Osuna,Sevilla,41068,2,Osuna
Oteiza,Navarra,31200,1,Oteiza
Otero,Toledo,45126,1,Otero
Otero de Bodas,Zamora,49139,1,Otero de Bodas
Otero de Herreros,Segovia,40152,1,Otero de Herreros
Otívar,Granada,18148,1,Otívar
Otos,Valencia,46185,1,Otos
Otxandio,Bizkaia,48072,1,Otxandio
Ourense,Ourense,32054,6,Ourense
Ourol,Lugo,27038,1,Ourol
Outeiro de Rei,Lugo,27039,1,Outeiro de Rei
Outes,A Coruña,15062,1,Outes
Oviedo,Asturias,33044,19,Oviedo
Oyón-Oion,Álava,1043,1,Oyón-Oion
Oza-Cesuras,A Coruña,15902,2,Oza-Cesuras
Pacs del Penedès,Barcelona,8154,1,Pacs del Penedès
Paderne,A Coruña,15064,1,Paderne
Paderne de Allariz,Ourense,32055,1,Paderne de Allariz
Padiernos,Ávila,5176,2,Padiernos
Padilla de Abajo,Burgos,9242,1,Padilla de Abajo
Padilla de Arriba,Burgos,9243,1,Padilla de Arriba
Padrenda,Ourense,32056,2,Padrenda
Padrón,A Coruña,15065,1,Padrón
Padrones de Bureba,Burgos,9244,1,Padrones de Bureba
Padul,Granada,18150,1,Padul
Padules,Almería,4071,1,Padules
Paiporta,Valencia,46186,1,Paiporta
Pájara,Las Palmas,35015,4,Pájara
Pajarejos,Segovia,40154,1,Pajarejos
Pajares de Adaja,Ávila,5177,1,Pajares de Adaja
Pajares de la Laguna,Salamanca,37225,1,Pajares de la Laguna
Pajares de la Lampreana,Zamora,49141,1,Pajares de la Lampreana
Pajares de los Oteros,León,24107,5,Pajares de los Oteros
Pajarón,Cuenca,16146,1,Pajarón
Pajaroncillo,Cuenca,16147,1,Pajaroncillo
Palacios de Goda,Ávila,5178,2,Palacios de Goda
Palacios de la Sierra,Burgos,9246,1,Palacios de la Sierra
Palacios de la Valduerna,León,24108,2,Palacios de la Valduerna
Palacios de Riopisuerga,Burgos,9247,1,Palacios de Riopisuerga
Palacios de Sanabria,Zamora,49143,1,Palacios de Sanabria
Palacios del Arzobispo,Salamanca,37226,1,Palacios del Arzobispo
Palacios del Pan,Zamora,49142,1,Palacios del Pan
Palacios del Sil,León,24109,9,Palacios del Sil
Palacios y Villafranca (Los),Sevilla,41069,5,Los Palacios y Villafranca
Palaciosrubios,Salamanca,37228,1,Palaciosrubios
Palafolls,Barcelona,8155,1,Palafolls
Palafrugell,Girona,17117,1,Palafrugell
Palamós,Girona,17118,1,Palamós
Palanques,Castellón,12087,1,Palanques
Palas de Rei,Lugo,27040,1,Palas de Rei
Palau d'Anglesola (El),Lleida,25158,1,El Palau d'Anglesola
Palau de Santa Eulàlia,Girona,17119,1,Palau de Santa Eulàlia
Palau-sator,Girona,17121,1,Palau-sator
Palau-saverdera,Girona,17120,1,Palau-saverdera
Palau-solità i Plegamans,Barcelona,8156,1,Palau-solità i Plegamans
Palazuelo de Vedija,Valladolid,47109,1,Palazuelo de Vedija
Palazuelos de Eresma,Segovia,40155,4,Palazuelos de Eresma
Palazuelos de la Sierra,Burgos,9248,1,Palazuelos de la Sierra
Palazuelos de Muñó,Burgos,9249,1,Palazuelos de Muñó
Palencia,Palencia,34120,6,Palencia
Palencia de Negrilla,Salamanca,37229,1,Palencia de Negrilla
Palenciana,Córdoba,14048,1,Palenciana
Palenzuela,Palencia,34121,1,Palenzuela
Pallaresos (Els),Tarragona,43100,1,Els Pallaresos
Pallejà,Barcelona,8157,1,Pallejà
Palma,Illes Balears,7040,30,Palma
Palma d'Ebre (La),Tarragona,43099,1,La Palma d'Ebre
Palma de Cervelló (La),Barcelona,8905,1,La Palma de Cervelló
Palma de Gandía,Valencia,46187,1,Palma de Gandía
Palma del Condado (La),Huelva,21054,1,La Palma del Condado
Palma del Río,Córdoba,14049,1,Palma del Río
Pálmaces de Jadraque,Guadalajara,19208,1,Pálmaces de Jadraque
Palmar de Troya (El),Sevilla,41904,0,El Palmar de Troya
Palmas de Gran Canaria (Las),Las Palmas,35016,20,Las Palmas de Gran Canaria
Palmera,Valencia,46188,1,Palmera
Palo,Huesca,22168,1,Palo
Palol de Revardit,Girona,17123,1,Palol de Revardit
Palomar (el),Valencia,46189,1,El Palomar
Palomar de Arroyos,Teruel,44176,1,Palomar de Arroyos
Palomares del Campo,Cuenca,16148,1,Palomares del Campo
Palomares del Río,Sevilla,41070,1,Palomares del Río
Palomas,Badajoz,6098,1,Palomas
Palomeque,Toledo,45127,1,Palomeque
Palomera,Cuenca,16149,2,Palomera
Palomero,Cáceres,10137,1,Palomero
Palos de la Frontera,Huelva,21055,1,Palos de la Frontera
Pals,Girona,17124,1,Pals
Pampaneira,Granada,18151,1,Pampaneira
Pampliega,Burgos,9250,1,Pampliega
Pamplona/Iruña,Navarra,31201,13,Pamplona/Iruña
Pancorbo,Burgos,9251,1,Pancorbo
Pancrudo,Teruel,44177,4,Pancrudo
Paniza,Zaragoza,50200,1,Paniza
Panticosa,Huesca,22170,1,Panticosa
Pantoja,Toledo,45128,1,Pantoja
Pantón,Lugo,27041,1,Pantón
Papatrigo,Ávila,5179,1,Papatrigo
Papiol (El),Barcelona,8158,1,El Papiol
Paracuellos,Cuenca,16150,1,Paracuellos
Paracuellos de Jarama,Madrid,28104,2,Paracuellos de Jarama
Paracuellos de Jiloca,Zaragoza,50201,1,Paracuellos de Jiloca
Paracuellos de la Ribera,Zaragoza,50202,1,Paracuellos de la Ribera
Parada de Arriba,Salamanca,37230,1,Parada de Arriba
Parada de Rubiales,Salamanca,37231,1,Parada de Rubiales
Parada de Sil,Ourense,32057,1,Parada de Sil
Paradas,Sevilla,41071,1,Paradas
Paradela,Lugo,27042,1,Paradela
Paradinas de San Juan,Salamanca,37232,1,Paradinas de San Juan
Páramo (O),Lugo,27043,1,O Páramo
Páramo de Boedo,Palencia,34122,2,Páramo de Boedo
Páramo del Sil,León,24110,6,Páramo del Sil
Parauta,Málaga,29077,1,Parauta
Parcent,Alicante,3100,1,Parcent
Pardilla,Burgos,9253,1,Pardilla
Pardines,Girona,17125,1,Pardines
Pardos,Guadalajara,19209,1,Pardos
Paredes,Cuenca,16151,1,Paredes
Paredes de Escalona,Toledo,45129,1,Paredes de Escalona
Paredes de Nava,Palencia,34123,1,Paredes de Nava
Paredes de Sigüenza,Guadalajara,19210,2,Paredes de Sigüenza
Pareja,Guadalajara,19211,4,Pareja
Parets del Vallès,Barcelona,8159,1,Parets del Vallès
Parla,Madrid,28106,4,Parla
Parlavà,Girona,17126,1,Parlavà
Parra (La),Badajoz,6099,1,La Parra
Parra de las Vegas (La),Cuenca,16152,1,La Parra de las Vegas
Parral (El),Ávila,5180,1,El Parral
Parras de Castellote (Las),Teruel,44178,2,Las Parras de Castellote
Parres,Asturias,33045,1,Parres
Parrilla (La),Valladolid,47110,1,La Parrilla
Parrillas,Toledo,45130,1,Parrillas
Partaloa,Almería,4072,1,Partaloa
Partido de la Sierra en Tobalina,Burgos,9255,3,Partido de la Sierra en Tobalina
Pasaia,Gipuzkoa,20064,3,Pasaia
Pasarón de la Vera,Cáceres,10138,1,Pasarón de la Vera
Pascualcobo,Ávila,5181,0,Pascualcobo
Paso (El),Santa Cruz de Tenerife,38027,1,El Paso
Passanant i Belltall,Tarragona,43101,2,Passanant i Belltall
Pastores,Salamanca,37233,1,Pastores
Pastoriza (A),Lugo,27044,2,A Pastoriza
Pastrana,Guadalajara,19212,1,Pastrana
Pastriz,Zaragoza,50203,1,Pastriz
Paterna,Valencia,46190,7,Paterna
Paterna de Rivera,Cádiz,11025,1,Paterna de Rivera
Paterna del Campo,Huelva,21056,1,Paterna del Campo
Paterna del Madera,Albacete,2058,1,Paterna del Madera
Paterna del Río,Almería,4073,1,Paterna del Río
Patones,Madrid,28107,1,Patones
Pau,Girona,17128,1,Pau
Paüls,Tarragona,43102,1,Paüls
Pavías,Castellón,12088,1,Pavías
Paymogo,Huelva,21057,1,Paymogo
Payo (El),Salamanca,37234,1,El Payo
Payo de Ojeda,Palencia,34124,1,Payo de Ojeda
Pazos de Borbén,Pontevedra,36037,1,Pazos de Borbén
Pazuengos,La Rioja,26113,1,Pazuengos
Peal de Becerro,Jaén,23066,2,Peal de Becerro
Pechina,Almería,4074,1,Pechina
Pedernoso (El),Cuenca,16153,1,El Pedernoso
Pedrafita do Cebreiro,Lugo,27045,1,Pedrafita do Cebreiro
Pedraja de Portillo (La),Valladolid,47111,1,La Pedraja de Portillo
Pedrajas de San Esteban,Valladolid,47112,1,Pedrajas de San Esteban
Pedralba,Valencia,46191,1,Pedralba
Pedralba de la Pradería,Zamora,49145,3,Pedralba de la Pradería
Pedraza,Segovia,40156,3,Pedraza
Pedraza de Alba,Salamanca,37235,1,Pedraza de Alba
Pedraza de Campos,Palencia,34125,1,Pedraza de Campos
Pedregal (El),Guadalajara,19213,1,El Pedregal
Pedreguer,Alicante,3101,1,Pedreguer
Pedrera,Sevilla,41072,1,Pedrera
Pedret i Marzà,Girona,17129,1,Pedret i Marzà
Pedrezuela,Madrid,28108,1,Pedrezuela
Pedro Abad,Córdoba,14050,1,Pedro Abad
Pedro Bernardo,Ávila,5182,1,Pedro Bernardo
Pedro Martínez,Granada,18152,1,Pedro Martínez
Pedro Muñoz,Ciudad Real,13061,1,Pedro Muñoz
Pedro-Rodríguez,Ávila,5183,1,Pedro-Rodríguez
Pedroche,Córdoba,14051,1,Pedroche
Pedrola,Zaragoza,50204,1,Pedrola
Pedroñeras (Las),Cuenca,16154,1,Las Pedroñeras
Pedrosa de Duero,Burgos,9256,5,Pedrosa de Duero
Pedrosa de la Vega,Palencia,34126,4,Pedrosa de la Vega
Pedrosa de Río Úrbel,Burgos,9259,4,Pedrosa de Río Úrbel
Pedrosa del Páramo,Burgos,9257,1,Pedrosa del Páramo
Pedrosa del Príncipe,Burgos,9258,1,Pedrosa del Príncipe
Pedrosa del Rey,Valladolid,47113,1,Pedrosa del Rey
Pedrosas (Las),Zaragoza,50205,1,Las Pedrosas
Pedrosillo de Alba,Salamanca,37236,1,Pedrosillo de Alba
Pedrosillo de los Aires,Salamanca,37237,2,Pedrosillo de los Aires
Pedrosillo el Ralo,Salamanca,37238,1,Pedrosillo el Ralo
Pedroso,La Rioja,26114,1,Pedroso
Pedroso (El),Sevilla,41073,1,El Pedroso
Pedroso de Acim,Cáceres,10139,1,Pedroso de Acim
Pedroso de la Armuña (El),Salamanca,37239,1,El Pedroso de la Armuña
Pegalajar,Jaén,23067,1,Pegalajar
Pego,Alicante,3102,1,Pego
Pego (El),Zamora,49146,1,El Pego
Peguerinos,Ávila,5184,1,Peguerinos
Pelabravo,Salamanca,37240,2,Pelabravo
Pelahustán,Toledo,45131,1,Pelahustán
Pelarrodríguez,Salamanca,37241,1,Pelarrodríguez
Pelayos,Salamanca,37242,1,Pelayos
Pelayos de la Presa,Madrid,28109,1,Pelayos de la Presa
Pelayos del Arroyo,Segovia,40157,1,Pelayos del Arroyo
Peleagonzalo,Zamora,49147,1,Peleagonzalo
Peleas de Abajo,Zamora,49148,1,Peleas de Abajo
Peligros,Granada,18153,1,Peligros
Penagos,Cantabria,39048,1,Penagos
Penàguila,Alicante,3103,1,Penàguila
Penelles,Lleida,25164,1,Penelles
Peníscola/Peñíscola,Castellón,12089,3,Peníscola/Peñíscola
Peña (La),Salamanca,37243,1,La Peña
Peñacaballera,Salamanca,37244,1,Peñacaballera
Peñacerrada-Urizaharra,Álava,1044,1,Peñacerrada-Urizaharra
Peñafiel,Valladolid,47114,4,Peñafiel
Peñaflor,Sevilla,41074,1,Peñaflor
Peñaflor de Hornija,Valladolid,47115,1,Peñaflor de Hornija
Peñalba,Huesca,22172,1,Peñalba
Peñalba de Ávila,Ávila,5185,1,Peñalba de Ávila
Peñalén,Guadalajara,19214,1,Peñalén
Peñalsordo,Badajoz,6100,1,Peñalsordo
Peñalver,Guadalajara,19215,1,Peñalver
Peñamellera Alta,Asturias,33046,1,Peñamellera Alta
Peñamellera Baja,Asturias,33047,1,Peñamellera Baja
Peñaparda,Salamanca,37245,1,Peñaparda
Peñaranda de Bracamonte,Salamanca,37246,1,Peñaranda de Bracamonte
Peñaranda de Duero,Burgos,9261,2,Peñaranda de Duero
Peñarandilla,Salamanca,37247,1,Peñarandilla
Peñarroya de Tastavins,Teruel,44179,1,Peñarroya de Tastavins
Peñarroya-Pueblonuevo,Córdoba,14052,1,Peñarroya-Pueblonuevo
Peñarrubia,Cantabria,39049,4,Peñarrubia
Peñas de Riglos (Las),Huesca,22173,8,Las Peñas de Riglos
Peñas de San Pedro,Albacete,2060,2,Peñas de San Pedro
Peñascosa,Albacete,2059,2,Peñascosa
Peñausende,Zamora,49149,3,Peñausende
Pepino,Toledo,45132,1,Pepino
Peque,Zamora,49150,1,Peque
Pera (La),Girona,17130,1,La Pera
Peracense,Teruel,44180,1,Peracense
Perafita,Barcelona,8160,1,Perafita
Perafort,Tarragona,43103,2,Perafort
Peral (El),Cuenca,16155,1,El Peral
Peral de Arlanza,Burgos,9262,1,Peral de Arlanza
Peralada,Girona,17132,2,Peralada
Peraleda de la Mata,Cáceres,10140,1,Peraleda de la Mata
Peraleda de San Román,Cáceres,10141,1,Peraleda de San Román
Peraleda del Zaucejo,Badajoz,6101,1,Peraleda del Zaucejo
Peraleja (La),Cuenca,16156,1,La Peraleja
Peralejos,Teruel,44181,1,Peralejos
Peralejos de Abajo,Salamanca,37248,1,Peralejos de Abajo
Peralejos de Arriba,Salamanca,37249,1,Peralejos de Arriba
Peralejos de las Truchas,Guadalajara,19216,1,Peralejos de las Truchas
Perales,Palencia,34127,2,Perales
Perales de Tajuña,Madrid,28110,1,Perales de Tajuña
Perales del Alfambra,Teruel,44182,2,Perales del Alfambra
Perales del Puerto,Cáceres,10142,1,Perales del Puerto
Peralta de Alcofea,Huesca,22174,3,Peralta de Alcofea
Peralta de Calasanz,Huesca,22175,2,Peralta de Calasanz
Peralta/Azkoien,Navarra,31202,1,Peralta/Azkoien
Peraltilla,Huesca,22176,1,Peraltilla
Peralveche,Guadalajara,19217,1,Peralveche
Peramola,Lleida,25165,2,Peramola
Peranzanes,León,24112,1,Peranzanes
Perarrúa,Huesca,22177,2,Perarrúa
Perdigón (El),Zamora,49151,3,El Perdigón
Perdiguera,Zaragoza,50206,1,Perdiguera
Pereiro de Aguiar (O),Ourense,43104,1,O Pereiro de Aguiar
Perelló (El),Tarragona,32058,1,El Perelló
Pereña de la Ribera,Salamanca,37250,1,Pereña de la Ribera
Pereruela,Zamora,49152,5,Pereruela
Periana,Málaga,29079,2,Periana
Perilla de Castro,Zamora,49153,1,Perilla de Castro
Pernía (La),Palencia,34904,1,La Pernía
Peromingo,Salamanca,37251,1,Peromingo
Perosillo,Segovia,40158,1,Perosillo
Peroxa (A),Ourense,32059,2,A Peroxa
Pertusa,Huesca,22178,1,Pertusa
Pesaguero,Cantabria,39050,1,Pesaguero
Pescueza,Cáceres,10143,1,Pescueza
Pesga (La),Cáceres,10144,1,La Pesga
Pesoz,Asturias,33048,1,Pesoz
Pesquera,Cantabria,39051,0,Pesquera
Pesquera (La),Cuenca,16157,1,La Pesquera
Pesquera de Duero,Valladolid,47116,1,Pesquera de Duero
Petilla de Aragón,Navarra,31203,1,Petilla de Aragón
Petín,Ourense,32060,1,Petín
Petra,Illes Balears,7041,1,Petra
Petrer,Alicante,3104,2,Petrer
Petrés,Valencia,46192,1,Petrés
Pétrola,Albacete,2061,2,Pétrola
Peza (La),Granada,18154,2,La Peza
Pezuela de las Torres,Madrid,28111,1,Pezuela de las Torres
Pías,Zamora,49154,2,Pías
Picanya,Valencia,46193,1,Picanya
Picassent,Valencia,46194,1,Picassent
Picazo (El),Cuenca,16158,1,El Picazo
Picón,Ciudad Real,13062,1,Picón
Piedrabuena,Ciudad Real,13063,1,Piedrabuena
Piedrahíta,Ávila,5186,4,Piedrahíta
Piedrahita de Castro,Zamora,49155,1,Piedrahita de Castro
Piedralaves,Ávila,5187,1,Piedralaves
Piedramillera,Navarra,31204,0,Piedramillera
Piedras Albas,Cáceres,10145,1,Piedras Albas
Piedratajada,Zaragoza,50207,1,Piedratajada
Piélagos,Cantabria,39052,5,Piélagos
Piera,Barcelona,8161,2,Piera
Piérnigas,Burgos,9265,1,Piérnigas
Pilar de la Horadada,Alicante,3902,4,Pilar de la Horadada
Pilas,Sevilla,41075,1,Pilas
Piles,Valencia,46195,2,Piles
Piles (Les),Tarragona,43105,0,Les Piles
Piloña,Asturias,33049,2,Piloña
Pina de Ebro,Zaragoza,50208,1,Pina de Ebro
Pina de Montalgrao,Castellón,12090,1,Pina de Montalgrao
Pinar (El),Granada,18910,3,El Pinar
Pinar de El Hierro (El),Santa Cruz de Tenerife,38901,2,El Pinar de El Hierro
Pinarejo,Cuenca,16159,1,Pinarejo
Pinarejos,Segovia,40159,1,Pinarejos
Pinarnegrillo,Segovia,40160,1,Pinarnegrillo
Pineda de Gigüela,Cuenca,16160,1,Pineda de Gigüela
Pineda de la Sierra,Burgos,9266,1,Pineda de la Sierra
Pineda de Mar,Barcelona,8163,3,Pineda de Mar
Pineda Trasmonte,Burgos,9267,1,Pineda Trasmonte
Pinedas,Salamanca,37252,1,Pinedas
Pinell de Brai (El),Tarragona,43106,1,El Pinell de Brai
Pinell de Solsonès,Lleida,25166,0,Pinell de Solsonès
Pinet,Valencia,46196,1,Pinet
Pinilla de Jadraque,Guadalajara,19218,1,Pinilla de Jadraque
Pinilla de los Barruecos,Burgos,9268,1,Pinilla de los Barruecos
Pinilla de los Moros,Burgos,9269,1,Pinilla de los Moros
Pinilla de Molina,Guadalajara,19219,1,Pinilla de Molina
Pinilla de Toro,Zamora,49156,1,Pinilla de Toro
Pinilla del Campo,Soria,42139,1,Pinilla del Campo
Pinilla del Valle,Madrid,28112,1,Pinilla del Valle
Pinilla Trasmonte,Burgos,9270,1,Pinilla Trasmonte
Pinillos,La Rioja,26115,0,Pinillos
Pino (O),A Coruña,15066,1,O Pino
Pino de Tormes (El),Salamanca,37253,1,El Pino de Tormes
Pino del Oro,Zamora,49157,1,Pino del Oro
Pino del Río,Palencia,34129,2,Pino del Río
Pinofranqueado,Cáceres,10146,10,Pinofranqueado
Pinós,Lleida,25167,1,Pinós
Pinós (el)/Pinoso,Alicante,3105,1,El Pinós/Pinoso
Pinos Genil,Granada,18157,1,Pinos Genil
Pinos Puente,Granada,18158,6,Pinos Puente
Pinseque,Zaragoza,50209,1,Pinseque
Pintanos (Los),Zaragoza,50210,2,Los Pintanos
Pinto,Madrid,28113,2,Pinto
Piña de Campos,Palencia,34130,1,Piña de Campos
Piña de Esgueva,Valladolid,47117,1,Piña de Esgueva
Píñar,Granada,18159,2,Píñar
Piñel de Abajo,Valladolid,47118,1,Piñel de Abajo
Piñel de Arriba,Valladolid,47119,1,Piñel de Arriba
Piñero (El),Zamora,49158,1,El Piñero
Piñor,Ourense,32061,1,Piñor
Piñuécar-Gandullas,Madrid,28114,2,Piñuécar-Gandullas
Piornal,Cáceres,10147,1,Piornal
Pioz,Guadalajara,19220,1,Pioz
Piqueras,Guadalajara,19221,1,Piqueras
Piqueras del Castillo,Cuenca,16161,1,Piqueras del Castillo
Pira,Tarragona,43107,1,Pira
Piracés,Huesca,22181,1,Piracés
Pitarque,Teruel,44183,1,Pitarque
Pitiegua,Salamanca,37254,1,Pitiegua
Pitillas,Navarra,31205,1,Pitillas
Pizarra,Málaga,29080,1,Pizarra
Pizarral,Salamanca,37255,1,Pizarral
Pla de Santa Maria (El),Tarragona,43108,1,El Pla de Santa Maria
Pla del Penedès (El),Barcelona,8164,1,El Pla del Penedès
Plan,Huesca,22182,3,Plan
Planes,Alicante,3106,4,Planes
Planes d'Hostoles (Les),Girona,17133,1,Les Planes d'Hostoles
Planoles,Girona,17134,1,Planoles
Plans de Sió (Els),Lleida,25911,5,Els Plans de Sió
Plasencia,Cáceres,10148,5,Plasencia
Plasencia de Jalón,Zaragoza,50211,1,Plasencia de Jalón
Plasenzuela,Cáceres,10149,1,Plasenzuela
Pleitas,Zaragoza,50212,1,Pleitas
Plenas,Zaragoza,50213,1,Plenas
Plentzia,Bizkaia,48077,1,Plentzia
Pliego,Murcia,30032,1,Pliego
Plou,Teruel,44184,1,Plou
Poal (El),Lleida,25168,1,El Poal
Pobla (Sa),Illes Balears,7044,1,Sa Pobla
Pobla de Benifassà (la),Castellón,12093,4,La Pobla de Benifassà
Pobla de Cérvoles (La),Lleida,25169,1,La Pobla de Cérvoles
Pobla de Claramunt (La),Barcelona,8165,1,La Pobla de Claramunt
Pobla de Farnals (la),Valencia,46199,2,La Pobla de Farnals
Pobla de Lillet (La),Barcelona,8166,1,La Pobla de Lillet
Pobla de Mafumet (La),Tarragona,43109,0,La Pobla de Mafumet
Pobla de Massaluca (La),Tarragona,43110,1,La Pobla de Massaluca
Pobla de Montornès (La),Tarragona,43111,1,La Pobla de Montornès
Pobla de Segur (La),Lleida,25171,1,La Pobla de Segur
Pobla de Vallbona (la),Valencia,46202,1,La Pobla de Vallbona
Pobla del Duc (la),Valencia,46200,1,La Pobla del Duc
Pobla Llarga (la),Valencia,46203,1,La Pobla Llarga
Pobla Tornesa (la),Castellón,12094,1,La Pobla Tornesa
Población de Arroyo,Palencia,34131,2,Población de Arroyo
Población de Campos,Palencia,34132,1,Población de Campos
Población de Cerrato,Palencia,34133,1,Población de Cerrato
Pobladura de Pelayo García,León,24113,1,Pobladura de Pelayo García
Pobladura de Valderaduey,Zamora,49160,1,Pobladura de Valderaduey
Pobladura del Valle,Zamora,49159,1,Pobladura del Valle
Poblete,Ciudad Real,13064,1,Poblete
Poblets (els),Alicante,3901,1,Els Poblets
