municipio,provincia,codigo_ine,num_universidades
Morella,Castellón,12080,0
Morenilla,Guadalajara,19195,0
Morentin,Navarra,31174,0
Morera (La),Badajoz,6089,0
Morera de Montsant (La),Tarragona,43096,0
Moreruela de los Infanzones,Zamora,49132,0
Moreruela de Tábara,Zamora,49133,0
Morés,Zaragoza,50177,0
Morga,Bizkaia,48066,0
Moriles,Córdoba,14045,0
Morille,Salamanca,37205,0
Moríñigo,Salamanca,37206,0
Moriscos,Salamanca,37207,0
Morón de Almazán,Soria,42123,0
Morón de la Frontera,Sevilla,41065,0
Moronta,Salamanca,37208,0
Moros,Zaragoza,50178,0
Mos,Pontevedra,36033,0
Moscardón,Teruel,44159,0
Mosqueruela,Teruel,44160,0
Móstoles,Madrid,28092,1
Mota de Altarejos,Cuenca,16132,0
Mota del Cuervo,Cuenca,16133,0
Mota del Marqués,Valladolid,47097,0
Motilla del Palancar,Cuenca,16134,0
Motilleja,Albacete,2052,0
Motril,Granada,18140,0
Moya,Cuenca,16135,0
Moya,Las Palmas,35013,0
Moyuela,Zaragoza,50179,0
Mozárbez,Salamanca,37209,0
Mozoncillo,Segovia,40134,0
Mozota,Zaragoza,50180,0
Mucientes,Valladolid,47098,0
Mudá,Palencia,34110,0
Mudarra (La),Valladolid,47099,0
Muduex,Guadalajara,19196,0
Muel,Zaragoza,50181,0
Muela (La),Zaragoza,50182,0
Muelas de los Caballeros,Zamora,49134,0
Muelas del Pan,Zamora,49135,0
Mues,Navarra,31175,0
Muga de Sayago,Zamora,49136,0
Mugardos,A Coruña,15051,0
Muíños,Ourense,32051,0
Mula,Murcia,30029,0
Mundaka,Bizkaia,48068,0
Munébrega,Zaragoza,50183,0
Munera,Albacete,2053,0
Mungia,Bizkaia,48069,0
Muniesa,Teruel,44161,0
Munilla,La Rioja,26098,0
Munitibar-Arbatzegi Gerrikaitz,Bizkaia,48007,0
Muntanyola,Barcelona,8129,0
Muñana,Ávila,5135,0
Muñico,Ávila,5136,0
Muñogalindo,Ávila,5138,0
Muñogrande,Ávila,5139,0
Muñomer del Peco,Ávila,5140,0
Muñopedro,Segovia,40135,0
Muñopepe,Ávila,5141,0
Muñosancho,Ávila,5142,0
Muñotello,Ávila,5143,0
Muñoveros,Segovia,40136,0
Mura,Barcelona,8139,0
Muras,Lugo,27033,0
Murchante,Navarra,31176,0
Murcia,Murcia,30030,3
Murero,Zaragoza,50184,0
Murias de Paredes,León,24101,0
Muriel,Valladolid,47100,0
Muriel de la Fuente,Soria,42124,0
Muriel Viejo,Soria,42125,0
Murieta,Navarra,31177,0
Murillo de Gállego,Zaragoza,50185,0
Murillo de Río Leza,La Rioja,26099,0
Murillo el Cuende,Navarra,31178,0
Murillo el Fruto,Navarra,31179,0
Murla,Alicante,3091,0
Muro,Illes Balears,7039,0
Muro de Aguas,La Rioja,26100,0
Muro de Alcoy,Alicante,3092,0
Muro en Cameros,La Rioja,26101,0
Muros,A Coruña,15053,0
Muros de Nalón,Asturias,33039,0
Murtas,Granada,18141,0
Murueta,Bizkaia,48908,0
Muruzábal,Navarra,31180,0
Museros,Valencia,46177,0
Muskiz,Bizkaia,48071,0
Mutiloa,Gipuzkoa,20057,0
Mutriku,Gipuzkoa,20056,0
Mutxamel,Alicante,3090,0
Muxía,A Coruña,15052,0
Muxika,Bizkaia,48067,0
Nabarniz,Bizkaia,48909,0
Nacimiento,Almería,4065,0
Nafría de Ucero,Soria,42127,0
Nájera,La Rioja,26102,0
Nalda,La Rioja,26103,0
Nalec,Lleida,25145,0
Nambroca,Toledo,45107,0
Nàquera/Náquera,Valencia,46178,0
Narboneta,Cuenca,16137,0
Narón,A Coruña,15054,0
Narrillos del Álamo,Ávila,5144,0
Narrillos del Rebollar,Ávila,5145,0
Narros,Soria,42128,0
Narros de Matalayegua,Salamanca,37211,0
Narros de Saldueña,Ávila,5149,0
Narros del Castillo,Ávila,5147,0
Narros del Puerto,Ávila,5148,0
Naut Aran,Lleida,25025,0
Nava,Asturias,33040,0
Nava (La),Huelva,21051,0
Nava de Arévalo,Ávila,5152,0
Nava de Béjar,Salamanca,37213,0
Nava de Francia,Salamanca,37214,0
Nava de la Asunción,Segovia,40138,0
Nava de Ricomalillo (La),Toledo,45108,0
Nava de Roa,Burgos,9229,0
Nava de Santiago (La),Badajoz,6090,0
Nava de Sotrobal,Salamanca,37215,0
Nava del Barco,Ávila,5153,0
Nava del Rey,Valladolid,47101,0
Navacarros,Salamanca,37212,0
Navacepedilla de Corneja,Ávila,5151,0
Navacerrada,Madrid,28093,0
Navaconcejo,Cáceres,10130,0
Navadijos,Ávila,5154,0
Navaescurial,Ávila,5155,0
Navafría,Segovia,40139,0
Navahermosa,Toledo,45109,0
Navahondilla,Ávila,5156,0
Navajas,Castellón,12081,0
Navajún,La Rioja,26104,0
Naval,Huesca,22160,0
Navalacruz,Ávila,5157,0
Navalafuente,Madrid,28094,0
Navalagamella,Madrid,28095,0
Navalcán,Toledo,45110,0
Navalcarnero,Madrid,28096,0
Navaleno,Soria,42129,0
Navales,Salamanca,37216,0
Navalilla,Segovia,40140,0
Navalmanzano,Segovia,40141,0
Navalmoral,Ávila,5158,0
Navalmoral de Béjar,Salamanca,37217,0
Navalmoral de la Mata,Cáceres,10131,0
Navalmoralejo,Toledo,45111,0
Navalmorales (Los),Toledo,45112,0
Navalonguilla,Ávila,5159,0
Navalosa,Ávila,5160,0
Navalperal de Pinares,Ávila,5161,0
Navalperal de Tormes,Ávila,5162,0
Navalpino,Ciudad Real,13059,0
Navalucillos (Los),Toledo,45113,0
Navaluenga,Ávila,5163,0
Navalvillar de Ibor,Cáceres,10132,0
Navalvillar de Pela,Badajoz,6091,0
Navamorales,Salamanca,37218,0
Navamorcuende,Toledo,45114,0
Navaquesera,Ávila,5164,0
Navarcles,Barcelona,8140,0
Navardún,Zaragoza,50186,0
Navares de Ayuso,Segovia,40142,0
Navares de Enmedio,Segovia,40143,0
Navares de las Cuevas,Segovia,40144,0
Navaridas,Álava,1041,0
Navarredonda de Gredos,Ávila,5165,0
Navarredonda de la Rinconada,Salamanca,37219,0
Navarredonda y San Mamés,Madrid,28097,0
Navarredondilla,Ávila,5166,0
Navarrés,Valencia,46179,0
Navarrete,La Rioja,26105,0
Navarrevisca,Ávila,5167,0
Navàs,Barcelona,8141,0
Navas de Bureba,Burgos,9230,0
Navas de Estena,Ciudad Real,13060,0
Navas de Jadraque (Las),Guadalajara,19197,0
Navas de Jorquera,Albacete,2054,0
Navas de la Concepción (Las),Sevilla,41066,0
Navas de Oro,Segovia,40145,0
Navas de Riofrío,Segovia,40904,0
Navas de San Antonio,Segovia,40146,0
Navas de San Juan,Jaén,23063,0
Navas del Madroño,Cáceres,10133,0
Navas del Marqués (Las),Ávila,5168,0
Navas del Rey,Madrid,28099,0
Navascués/Nabaskoze,Navarra,31181,0
Navasfrías,Salamanca,37221,0
Navata,Girona,17111,0
Navatalgordo,Ávila,5169,0
Navatejares,Ávila,5170,0
Navès,Lleida,25146,0
Navezuelas,Cáceres,10134,0
Navia,Asturias,33041,0
Navia de Suarna,Lugo,27034,0
Navianos de Valverde,Zamora,49137,0
Nazar,Navarra,31182,0
Nebreda,Burgos,9231,0
Neda,A Coruña,15055,0
Negredo,Guadalajara,19198,0
Negreira,A Coruña,15056,0
Negrilla de Palencia,Salamanca,37222,0
Negueira de Muñiz,Lugo,27035,0
Neila,Burgos,9232,0
Neila de San Miguel,Ávila,5171,0
Nepas,Soria,42130,0
Nerja,Málaga,29075,0
Nerpio,Albacete,2055,0
Nerva,Huelva,21052,0
Nestares,La Rioja,26106,0
Nevada,Granada,18903,0
Neves (As),Pontevedra,36034,0
Niebla,Huelva,21053,0
Nieva,Segovia,40148,0
Nieva de Cameros,La Rioja,26107,0
Nigrán,Pontevedra,36035,0
Nigüelas,Granada,18143,0
Nigüella,Zaragoza,50187,0
Niharra,Ávila,5172,0
Níjar,Almería,4066,0
Nívar,Granada,18144,0
Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra,31088,0
Noalejo,Jaén,23064,0
Noblejas,Toledo,45115,0
Noceda del Bierzo,León,24102,0
Noez,Toledo,45116,0
Nogais (As),Lugo,27037,0
Nogal de las Huertas,Palencia,34112,0
Nogales,Badajoz,6092,0
Nogueira de Ramuín,Ourense,32052,0
Noguera de Albarracín,Teruel,44163,0
Nogueras,Teruel,44164,0
Nogueruelas,Teruel,44165,0
Noia,A Coruña,15057,0
Noja,Cantabria,39047,0
Nolay,Soria,42131,0
Nombela,Toledo,45117,0
Nombrevilla,Zaragoza,50188,0
Nonaspe,Zaragoza,50189,0
Noreña,Asturias,33042,0
Nou de Berguedà (La),Barcelona,8142,0
Nou de Gaià (La),Tarragona,43097,0
Novales,Huesca,22162,0
Novallas,Zaragoza,50190,0
Novelda,Alicante,3093,0
Novelé/Novetlè,Valencia,46180,0
Novés,Toledo,45118,0
Noviercas,Soria,42132,0
Novillas,Zaragoza,50191,0
Nucia (la),Alicante,3094,0
Nueno,Huesca,22163,0
Nueva Carteya,Córdoba,14046,0
Nueva Villa de las Torres,Valladolid,47102,0
Nuévalos,Zaragoza,50192,0
Nuevo Baztán,Madrid,28100,0
Nuez de Ebro,Zaragoza,50193,0
Nules,Castellón,12082,0
Nulles,Tarragona,43098,0
Numancia de la Sagra,Toledo,45119,0
Nuño Gómez,Toledo,45120,0
Nuñomoral,Cáceres,10135,0
Obanos,Navarra,31183,0
Obejo,Córdoba,14047,0
Obón,Teruel,44167,0
Ocaña,Toledo,45121,0
Ocentejo,Guadalajara,19199,0
Ochagavía/Otsagabia,Navarra,31185,0
Ochánduri,La Rioja,26109,0
Oco,Navarra,31184,0
Ocón,La Rioja,26108,0
Odèn,Lleida,25148,0
Òdena,Barcelona,8143,0
Odieta,Navarra,31186,0
Odón,Teruel,44168,0
Oencia,León,24103,0
Ogassa,Girona,17112,0
Ogíjares,Granada,18145,0
Ohanes,Almería,4067,0
Oia,Pontevedra,36036,0
Oiartzun,Gipuzkoa,20063,0
Oímbra,Ourense,32053,0
Oiz,Navarra,31187,0
Ojacastro,La Rioja,26110,0
Ojén,Málaga,29076,0
Ojós,Murcia,30031,0
Ojos Negros,Teruel,44169,0
Ojos-Albos,Ávila,5173,0
Okondo,Álava,1042,0
Olaberria,Gipuzkoa,20058,0
Olaibar,Navarra,31188,0
Olazti/Olazagutía,Navarra,31189,0
Olba,Teruel,44171,0
Olea de Boedo,Palencia,34113,0
Oleiros,A Coruña,15058,1
Olejua,Navarra,31190,0
Olèrdola,Barcelona,8145,0
Olesa de Bonesvalls,Barcelona,8146,0
Olesa de Montserrat,Barcelona,8147,0
Oliana,Lleida,25149,0
Olías del Rey,Toledo,45122,0
Oliete,Teruel,44172,0
Oliola,Lleida,25150,0
Olite/Erriberri,Navarra,31191,0
Olius,Lleida,25151,0
Oliva,Valencia,46181,0
Oliva (La),Las Palmas,35014,0
Oliva de la Frontera,Badajoz,6093,0
Oliva de Mérida,Badajoz,6094,0
Oliva de Plasencia,Cáceres,10136,0
Olivar (El),Guadalajara,19200,0
Olivares,Sevilla,41067,0
Olivares de Duero,Valladolid,47103,0
Olivares de Júcar,Cuenca,16139,0
Olivella,Barcelona,8148,0
Olivenza,Badajoz,6095,0
Ollauri,La Rioja,26111,0
Olleria (L'),Valencia,46183,0
Olmeda de Cobeta,Guadalajara,19201,0
Olmeda de Jadraque (La),Guadalajara,19202,0
Olmeda de la Cuesta,Cuenca,16140,0
Olmeda de las Fuentes,Madrid,28101,0
Olmeda del Rey,Cuenca,16141,0
Olmedilla de Alarcón,Cuenca,16142,0
Olmedilla de Eliz,Cuenca,16143,0
Olmedillo de Roa,Burgos,9235,0
Olmedo,Valladolid,47104,0
Olmedo de Camaces,Salamanca,37223,0
Olmillos de Castro,Zamora,49138,0
Olmillos de Muñó,Burgos,9236,0
Olmos (Los),Teruel,44173,0
Olmos de Esgueva,Valladolid,47105,0
Olmos de Ojeda,Palencia,34114,0
Olmos de Peñafiel,Valladolid,47106,0
Olocau,Valencia,46182,0
Olocau del Rey,Castellón,12083,0
Olombrada,Segovia,40149,0
Olóriz/Oloritz,Navarra,31192,0
Olost,Barcelona,8149,0
Olot,Girona,17114,0
Oluges (Les),Lleida,25152,0
Olula de Castro,Almería,4068,0
Olula del Río,Almería,4069,0
Olvan,Barcelona,8144,0
Ólvega,Soria,42134,0
Olvena,Huesca,22164,0
Olvera,Cádiz,11024,0
Olvés,Zaragoza,50194,0
Omañas (Las),León,24104,0
Omellons (Els),Lleida,25153,0
Omells de na Gaia (Els),Lleida,25154,0
Oncala,Soria,42135,0
Onda,Castellón,12084,0
Ondara,Alicante,3095,0
Ondarroa,Bizkaia,48073,0
Onil,Alicante,3096,0
Onís,Asturias,33043,0
Ontígola,Toledo,45123,0
Ontinyent,Valencia,46184,1
Ontiñena,Huesca,22165,0
Ontur,Albacete,2056,0
Onzonilla,León,24105,0
Oña,Burgos,9238,0
Oñati,Gipuzkoa,20059,1
Oquillas,Burgos,9239,0
Orba,Alicante,3097,0
Orbada (La),Salamanca,37224,0
Orbaizeta,Navarra,31195,0
Orbaneja Riopico,Burgos,9241,0
Orbara,Navarra,31196,0
Orbita,Ávila,5174,0
Orcajo,Zaragoza,50195,0
Orce,Granada,18146,0
Orcera,Jaén,23065,0
Ordes,A Coruña,15059,0
Ordial (El),Guadalajara,19203,0
Ordis,Girona,17115,0
Ordizia,Gipuzkoa,20076,0
Orea,Guadalajara,19204,0
Orejana,Segovia,40150,0
Orellana de la Sierra,Badajoz,6096,0
Orellana la Vieja,Badajoz,6097,0
Orendain,Gipuzkoa,20905,0
Orera,Zaragoza,50196,0
Orés,Zaragoza,50197,0
Orexa,Gipuzkoa,20060,0
Organyà,Lleida,25155,0
Orgaz,Toledo,45124,0
Órgiva,Granada,18147,0
Oria,Almería,4070,0
Orihuela,Alicante,3099,1
Orihuela del Tremedal,Teruel,44174,0
Orio,Gipuzkoa,20061,0
Orís,Barcelona,8150,0
Orísoain,Navarra,31197,0
Oristà,Barcelona,8151,0
Orkoien,Navarra,31906,0
Ormaiztegi,Gipuzkoa,20062,0
Oronz/Orontze,Navarra,31198,0
Oropesa,Toledo,45125,0
Oropesa del Mar/Orpesa,Castellón,12085,0
Oroso,A Coruña,15060,0
Orotava (La),Santa Cruz de Tenerife,38026,1
Oroz-Betelu/Orotz-Betelu,Navarra,31199,0
Orozko,Bizkaia,48075,0
Orpí,Barcelona,8152,0
Orreaga/Roncesvalles,Navarra,31211,0
Orrios,Teruel,44175,0
Òrrius,Barcelona,8153,0
Ortigosa de Cameros,La Rioja,26112,0
Ortigosa de Pestaño,Segovia,40151,0
Ortigosa del Monte,Segovia,40901,0
Ortigueira,A Coruña,15061,0
Ortuella,Bizkaia,48083,0
Orusco de Tajuña,Madrid,28102,0
Orxeta,Alicante,3098,0
Os de Balaguer,Lleida,25156,0
Osa de la Vega,Cuenca,16145,0
Oseja,Zaragoza,50198,0
Oseja de Sajambre,León,24106,0
Osera de Ebro,Zaragoza,50199,0
Oso (El),Ávila,5175,0
Osor,Girona,17116,0
Osornillo,Palencia,34116,0
Osorno la Mayor,Palencia,34901,0
Ossa de Montiel,Albacete,2057,0
Osso de Cinca,Huesca,22167,0
Ossó de Sió,Lleida,25157,0
Osuna,Sevilla,41068,1
Oteiza,Navarra,31200,0
Otero,Toledo,45126,0
Otero de Bodas,Zamora,49139,0
Otero de Herreros,Segovia,40152,0
Otívar,Granada,18148,0
Otos,Valencia,46185,0
Otxandio,Bizkaia,48072,0
Ourense,Ourense,32054,1
Ourol,Lugo,27038,0
Outeiro de Rei,Lugo,27039,0
Outes,A Coruña,15062,0
Oviedo,Asturias,33044,1
Oyón-Oion,Álava,1043,0
Oza-Cesuras,A Coruña,15902,0
Pacs del Penedès,Barcelona,8154,0
Paderne,A Coruña,15064,0
Paderne de Allariz,Ourense,32055,0
Padiernos,Ávila,5176,0
Padilla de Abajo,Burgos,9242,0
Padilla de Arriba,Burgos,9243,0
Padrenda,Ourense,32056,0
Padrón,A Coruña,15065,0
Padrones de Bureba,Burgos,9244,0
Padul,Granada,18150,0
Padules,Almería,4071,0
Paiporta,Valencia,46186,0
Pájara,Las Palmas,35015,0
Pajarejos,Segovia,40154,0
Pajares de Adaja,Ávila,5177,0
Pajares de la Laguna,Salamanca,37225,0
Pajares de la Lampreana,Zamora,49141,0
Pajares de los Oteros,León,24107,0
Pajarón,Cuenca,16146,0
Pajaroncillo,Cuenca,16147,0
Palacios de Goda,Ávila,5178,0
Palacios de la Sierra,Burgos,9246,0
Palacios de la Valduerna,León,24108,0
Palacios de Riopisuerga,Burgos,9247,0
Palacios de Sanabria,Zamora,49143,0
Palacios del Arzobispo,Salamanca,37226,0
Palacios del Pan,Zamora,49142,0
Palacios del Sil,León,24109,0
Palacios y Villafranca (Los),Sevilla,41069,0
Palaciosrubios,Salamanca,37228,0
Palafolls,Barcelona,8155,0
Palafrugell,Girona,17117,0
Palamós,Girona,17118,0
Palanques,Castellón,12087,0
Palas de Rei,Lugo,27040,0
Palau d'Anglesola (El),Lleida,25158,0
Palau de Santa Eulàlia,Girona,17119,0
Palau-sator,Girona,17121,0
Palau-saverdera,Girona,17120,0
Palau-solità i Plegamans,Barcelona,8156,0
Palazuelo de Vedija,Valladolid,47109,0
Palazuelos de Eresma,Segovia,40155,0
Palazuelos de la Sierra,Burgos,9248,0
Palazuelos de Muñó,Burgos,9249,0
Palencia,Palencia,34120,2
Palencia de Negrilla,Salamanca,37229,0
Palenciana,Córdoba,14048,0
Palenzuela,Palencia,34121,0
Pallaresos (Els),Tarragona,43100,0
Pallejà,Barcelona,8157,0
Palma,Illes Balears,7040,4
Palma d'Ebre (La),Tarragona,43099,0
Palma de Cervelló (La),Barcelona,8905,0
Palma de Gandía,Valencia,46187,0
Palma del Condado (La),Huelva,21054,0
Palma del Río,Córdoba,14049,0
Pálmaces de Jadraque,Guadalajara,19208,0
Palmar de Troya (El),Sevilla,41904,0
Palmas de Gran Canaria (Las),Las Palmas,35016,3
Palmera,Valencia,46188,0
Palo,Huesca,22168,0
Palol de Revardit,Girona,17123,0
Palomar (el),Valencia,46189,0
Palomar de Arroyos,Teruel,44176,0
Palomares del Campo,Cuenca,16148,0
Palomares del Río,Sevilla,41070,0
Palomas,Badajoz,6098,0
Palomeque,Toledo,45127,0
Palomera,Cuenca,16149,0
Palomero,Cáceres,10137,0
Palos de la Frontera,Huelva,21055,0
Pals,Girona,17124,0
Pampaneira,Granada,18151,0
Pampliega,Burgos,9250,0
Pamplona/Iruña,Navarra,31201,2
Pancorbo,Burgos,9251,0
Pancrudo,Teruel,44177,0
Paniza,Zaragoza,50200,0
Panticosa,Huesca,22170,0
Pantoja,Toledo,45128,0
Pantón,Lugo,27041,0
Papatrigo,Ávila,5179,0
Papiol (El),Barcelona,8158,0
Paracuellos,Cuenca,16150,0
Paracuellos de Jarama,Madrid,28104,0
Paracuellos de Jiloca,Zaragoza,50201,0
Paracuellos de la Ribera,Zaragoza,50202,0
Parada de Arriba,Salamanca,37230,0
Parada de Rubiales,Salamanca,37231,0
Parada de Sil,Ourense,32057,0
Paradas,Sevilla,41071,0
Paradela,Lugo,27042,0
Paradinas de San Juan,Salamanca,37232,0
Páramo (O),Lugo,27043,0
Páramo de Boedo,Palencia,34122,0
Páramo del Sil,León,24110,0
Parauta,Málaga,29077,0
Parcent,Alicante,3100,0
Pardilla,Burgos,9253,0
Pardines,Girona,17125,0
Pardos,Guadalajara,19209,0
Paredes,Cuenca,16151,0
Paredes de Escalona,Toledo,45129,0
Paredes de Nava,Palencia,34123,0
Paredes de Sigüenza,Guadalajara,19210,0
Pareja,Guadalajara,19211,0
Parets del Vallès,Barcelona,8159,0
Parla,Madrid,28106,0
Parlavà,Girona,17126,0
Parra (La),Badajoz,6099,0
Parra de las Vegas (La),Cuenca,16152,0
Parral (El),Ávila,5180,0
Parras de Castellote (Las),Teruel,44178,0
Parres,Asturias,33045,0
Parrilla (La),Valladolid,47110,0
Parrillas,Toledo,45130,0
Partaloa,Almería,4072,0
Partido de la Sierra en Tobalina,Burgos,9255,0
Pasaia,Gipuzkoa,20064,0
Pasarón de la Vera,Cáceres,10138,0
Pascualcobo,Ávila,5181,0
Paso (El),Santa Cruz de Tenerife,38027,0
Passanant i Belltall,Tarragona,43101,0
Pastores,Salamanca,37233,0
Pastoriza (A),Lugo,27044,0
Pastrana,Guadalajara,19212,0
Pastriz,Zaragoza,50203,0
Paterna,Valencia,46190,2
Paterna de Rivera,Cádiz,11025,0
Paterna del Campo,Huelva,21056,0
Paterna del Madera,Albacete,2058,0
Paterna del Río,Almería,4073,0
Patones,Madrid,28107,0
Pau,Girona,17128,0
Paüls,Tarragona,43102,0
Pavías,Castellón,12088,0
Paymogo,Huelva,21057,0
Payo (El),Salamanca,37234,0
Payo de Ojeda,Palencia,34124,0
Pazos de Borbén,Pontevedra,36037,0
Pazuengos,La Rioja,26113,0
Peal de Becerro,Jaén,23066,0
Pechina,Almería,4074,0
Pedernoso (El),Cuenca,16153,0
Pedrafita do Cebreiro,Lugo,27045,0
Pedraja de Portillo (La),Valladolid,47111,0
Pedrajas de San Esteban,Valladolid,47112,0
Pedralba,Valencia,46191,0
Pedralba de la Pradería,Zamora,49145,0
Pedraza,Segovia,40156,0
Pedraza de Alba,Salamanca,37235,0
Pedraza de Campos,Palencia,34125,0
Pedregal (El),Guadalajara,19213,0
Pedreguer,Alicante,3101,0
Pedrera,Sevilla,41072,0
Pedret i Marzà,Girona,17129,0
Pedrezuela,Madrid,28108,0
Pedro Abad,Córdoba,14050,0
Pedro Bernardo,Ávila,5182,0
Pedro Martínez,Granada,18152,0
Pedro Muñoz,Ciudad Real,13061,0
Pedro-Rodríguez,Ávila,5183,0
Pedroche,Córdoba,14051,0
Pedrola,Zaragoza,50204,0
Pedroñeras (Las),Cuenca,16154,0
Pedrosa de Duero,Burgos,9256,0
Pedrosa de la Vega,Palencia,34126,0
Pedrosa de Río Úrbel,Burgos,9259,0
Pedrosa del Páramo,Burgos,9257,0
Pedrosa del Príncipe,Burgos,9258,0
Pedrosa del Rey,Valladolid,47113,0
Pedrosas (Las),Zaragoza,50205,0
Pedrosillo de Alba,Salamanca,37236,0
Pedrosillo de los Aires,Salamanca,37237,0
Pedrosillo el Ralo,Salamanca,37238,0
Pedroso,La Rioja,26114,0
Pedroso (El),Sevilla,41073,0
Pedroso de Acim,Cáceres,10139,0
Pedroso de la Armuña (El),Salamanca,37239,0
Pegalajar,Jaén,23067,0
Pego,Alicante,3102,0
Pego (El),Zamora,49146,0
Peguerinos,Ávila,5184,0
Pelabravo,Salamanca,37240,0
Pelahustán,Toledo,45131,0
Pelarrodríguez,Salamanca,37241,0
Pelayos,Salamanca,37242,0
Pelayos de la Presa,Madrid,28109,0
Pelayos del Arroyo,Segovia,40157,0
Peleagonzalo,Zamora,49147,0
Peleas de Abajo,Zamora,49148,0
Peligros,Granada,18153,0
Penagos,Cantabria,39048,0
Penàguila,Alicante,3103,0
Penelles,Lleida,25164,0
Peníscola/Peñíscola,Castellón,12089,0
Peña (La),Salamanca,37243,0
Peñacaballera,Salamanca,37244,0
Peñacerrada-Urizaharra,Álava,1044,0
Peñafiel,Valladolid,47114,0
Peñaflor,Sevilla,41074,0
Peñaflor de Hornija,Valladolid,47115,0
Peñalba,Huesca,22172,0
Peñalba de Ávila,Ávila,5185,0
Peñalén,Guadalajara,19214,0
Peñalsordo,Badajoz,6100,0
Peñalver,Guadalajara,19215,0
Peñamellera Alta,Asturias,33046,0
Peñamellera Baja,Asturias,33047,0
Peñaparda,Salamanca,37245,0
Peñaranda de Bracamonte,Salamanca,37246,0
Peñaranda de Duero,Burgos,9261,0
Peñarandilla,Salamanca,37247,0
Peñarroya de Tastavins,Teruel,44179,0
Peñarroya-Pueblonuevo,Córdoba,14052,0
Peñarrubia,Cantabria,39049,0
Peñas de Riglos (Las),Huesca,22173,0
Peñas de San Pedro,Albacete,2060,0
Peñascosa,Albacete,2059,0
Peñausende,Zamora,49149,0
Pepino,Toledo,45132,0
Peque,Zamora,49150,0
Pera (La),Girona,17130,0
Peracense,Teruel,44180,0
Perafita,Barcelona,8160,0
Perafort,Tarragona,43103,0
Peral (El),Cuenca,16155,0
Peral de Arlanza,Burgos,9262,0
Peralada,Girona,17132,0
Peraleda de la Mata,Cáceres,10140,0
Peraleda de San Román,Cáceres,10141,0
Peraleda del Zaucejo,Badajoz,6101,0
Peraleja (La),Cuenca,16156,0
Peralejos,Teruel,44181,0
Peralejos de Abajo,Salamanca,37248,0
Peralejos de Arriba,Salamanca,37249,0
Peralejos de las Truchas,Guadalajara,19216,0
Perales,Palencia,34127,0
Perales de Tajuña,Madrid,28110,0
Perales del Alfambra,Teruel,44182,0
Perales del Puerto,Cáceres,10142,0
Peralta de Alcofea,Huesca,22174,0
Peralta de Calasanz,Huesca,22175,0
Peralta/Azkoien,Navarra,31202,0
Peraltilla,Huesca,22176,0
Peralveche,Guadalajara,19217,0
Peramola,Lleida,25165,0
Peranzanes,León,24112,0
Perarrúa,Huesca,22177,0
Perdigón (El),Zamora,49151,0
Perdiguera,Zaragoza,50206,0
Pereiro de Aguiar (O),Ourense,43104,0
Perelló (El),Tarragona,32058,0
Pereña de la Ribera,Salamanca,37250,0
Pereruela,Zamora,49152,0
Periana,Málaga,29079,0
Perilla de Castro,Zamora,49153,0
Pernía (La),Palencia,34904,0
Peromingo,Salamanca,37251,0
Perosillo,Segovia,40158,0
Peroxa (A),Ourense,32059,0
Pertusa,Huesca,22178,0
Pesaguero,Cantabria,39050,0
Pescueza,Cáceres,10143,0
Pesga (La),Cáceres,10144,0
Pesoz,Asturias,33048,0
Pesquera,Cantabria,39051,0
Pesquera (La),Cuenca,16157,0
Pesquera de Duero,Valladolid,47116,0
Petilla de Aragón,Navarra,31203,0
Petín,Ourense,32060,0
Petra,Illes Balears,7041,0
Petrer,Alicante,3104,0
Petrés,Valencia,46192,0
Pétrola,Albacete,2061,0
Peza (La),Granada,18154,0
Pezuela de las Torres,Madrid,28111,0
Pías,Zamora,49154,0
Picanya,Valencia,46193,0
Picassent,Valencia,46194,0
Picazo (El),Cuenca,16158,0
Picón,Ciudad Real,13062,0
Piedrabuena,Ciudad Real,13063,0
Piedrahíta,Ávila,5186,0
Piedrahita de Castro,Zamora,49155,0
Piedralaves,Ávila,5187,0
Piedramillera,Navarra,31204,0
Piedras Albas,Cáceres,10145,0
Piedratajada,Zaragoza,50207,0
Piélagos,Cantabria,39052,0
Piera,Barcelona,8161,0
Piérnigas,Burgos,9265,0
Pilar de la Horadada,Alicante,3902,0
Pilas,Sevilla,41075,0
Piles,Valencia,46195,0
Piles (Les),Tarragona,43105,0
Piloña,Asturias,33049,0
Pina de Ebro,Zaragoza,50208,0
Pina de Montalgrao,Castellón,12090,0
Pinar (El),Granada,18910,0
Pinar de El Hierro (El),Santa Cruz de Tenerife,38901,0
Pinarejo,Cuenca,16159,0
Pinarejos,Segovia,40159,0
Pinarnegrillo,Segovia,40160,0
Pineda de Gigüela,Cuenca,16160,0
Pineda de la Sierra,Burgos,9266,0
Pineda de Mar,Barcelona,8163,0
Pineda Trasmonte,Burgos,9267,0
Pinedas,Salamanca,37252,0
Pinell de Brai (El),Tarragona,43106,0
Pinell de Solsonès,Lleida,25166,0
Pinet,Valencia,46196,0
Pinilla de Jadraque,Guadalajara,19218,0
Pinilla de los Barruecos,Burgos,9268,0
Pinilla de los Moros,Burgos,9269,0
Pinilla de Molina,Guadalajara,19219,0
Pinilla de Toro,Zamora,49156,0
Pinilla del Campo,Soria,42139,0
Pinilla del Valle,Madrid,28112,0
Pinilla Trasmonte,Burgos,9270,0
Pinillos,La Rioja,26115,0
