municipio,provincia,codigo_ine,municipio_nombre_humano,num_colegios
Nuevo Baztán,Madrid,28100,Nuevo Baztán,5
Nuez de Ebro,Zaragoza,50193,Nuez de Ebro,1
Nules,Castellón,12082,Nules,11
Nulles,Tarragona,43098,Nulles,2
Numancia de la Sagra,Toledo,45119,Numancia de la Sagra,4
Nuño Gómez,Toledo,45120,Nuño Gómez,0
Nuñomoral,Cáceres,10135,Nuñomoral,2
Obanos,Navarra,31183,Obanos,1
Obejo,Córdoba,14047,Obejo,2
Obón,Teruel,44167,Obón,0
Ocaña,Toledo,45121,Ocaña,0
Ocentejo,Guadalajara,19199,Ocentejo,0
Ochagavía/Otsagabia,Navarra,31185,Ochagavía/Otsagabia,2
Ochánduri,La Rioja,26109,Ochánduri,0
Oco,Navarra,31184,Oco,0
Ocón,La Rioja,26108,Ocón,0
Odèn,Lleida,25148,Odèn,20
Òdena,Barcelona,8143,Òdena,3
Odieta,Navarra,31186,Odieta,0
Odón,Teruel,44168,Odón,0
Oencia,León,24103,Oencia,0
Ogassa,Girona,17112,Ogassa,1
Ogíjares,Granada,18145,Ogíjares,13
Ohanes,Almería,4067,Ohanes,2
Oia,Pontevedra,36036,Oia,0
Oiartzun,Gipuzkoa,20063,Oiartzun,6
Oímbra,Ourense,32053,Oímbra,1
Oiz,Navarra,31187,Oiz,0
Ojacastro,La Rioja,26110,Ojacastro,0
Ojén,Málaga,29076,Ojén,3
Ojós,Murcia,30031,Ojós,1
Ojos Negros,Teruel,44169,Ojos Negros,1
Ojos-Albos,Ávila,5173,Ojos-Albos,0
Okondo,Álava,1042,Okondo,2
Olaberria,Gipuzkoa,20058,Olaberria,2
Olaibar,Navarra,31188,Olaibar,0
Olazti/Olazagutía,Navarra,31189,Olazti/Olazagutía,2
Olba,Teruel,44171,Olba,0
Olea de Boedo,Palencia,34113,Olea de Boedo,0
Oleiros,A Coruña,15058,Oleiros,8
Olejua,Navarra,31190,Olejua,0
Olèrdola,Barcelona,8145,Olèrdola,3
Olesa de Bonesvalls,Barcelona,8146,Olesa de Bonesvalls,2
Olesa de Montserrat,Barcelona,8147,Olesa de Montserrat,17
Oliana,Lleida,25149,Oliana,5
Olías del Rey,Toledo,45122,Olías del Rey,5
Oliete,Teruel,44172,Oliete,0
Oliola,Lleida,25150,Oliola,0
Olite/Erriberri,Navarra,31191,Olite/Erriberri,2
Olius,Lleida,25151,Olius,2
Oliva,Valencia,46181,Oliva,18
Oliva (La),Las Palmas,35014,La Oliva,2
Oliva de la Frontera,Badajoz,6093,Oliva de la Frontera,3
Oliva de Mérida,Badajoz,6094,Oliva de Mérida,1
Oliva de Plasencia,Cáceres,10136,Oliva de Plasencia,1
Olivar (El),Guadalajara,19200,El Olivar,0
Olivares,Sevilla,41067,Olivares,0
Olivares de Duero,Valladolid,47103,Olivares de Duero,0
Olivares de Júcar,Cuenca,16139,Olivares de Júcar,0
Olivella,Barcelona,8148,Olivella,3
Olivenza,Badajoz,6095,Olivenza,9
Ollauri,La Rioja,26111,Ollauri,0
Olleria (L'),Valencia,46183,L' Olleria,0
Olmeda de Cobeta,Guadalajara,19201,Olmeda de Cobeta,0
Olmeda de Jadraque (La),Guadalajara,19202,La Olmeda de Jadraque,0
Olmeda de la Cuesta,Cuenca,16140,Olmeda de la Cuesta,0
Olmeda de las Fuentes,Madrid,28101,Olmeda de las Fuentes,1
Olmeda del Rey,Cuenca,16141,Olmeda del Rey,0
Olmedilla de Alarcón,Cuenca,16142,Olmedilla de Alarcón,0
Olmedilla de Eliz,Cuenca,16143,Olmedilla de Eliz,0
Olmedillo de Roa,Burgos,9235,Olmedillo de Roa,0
Olmedo,Valladolid,47104,Olmedo,5
Olmedo de Camaces,Salamanca,37223,Olmedo de Camaces,0
Olmillos de Castro,Zamora,49138,Olmillos de Castro,0
Olmillos de Muñó,Burgos,9236,Olmillos de Muñó,0
Olmos (Los),Teruel,44173,Los Olmos,0
Olmos de Esgueva,Valladolid,47105,Olmos de Esgueva,0
Olmos de Ojeda,Palencia,34114,Olmos de Ojeda,0
Olmos de Peñafiel,Valladolid,47106,Olmos de Peñafiel,0
Olocau,Valencia,46182,Olocau,3
Olocau del Rey,Castellón,12083,Olocau del Rey,0
Olombrada,Segovia,40149,Olombrada,1
Olóriz/Oloritz,Navarra,31192,Olóriz/Oloritz,0
Olost,Barcelona,8149,Olost,2
Olot,Girona,17114,Olot,31
Oluges (Les),Lleida,25152,Les Oluges,0
Olula de Castro,Almería,4068,Olula de Castro,0
Olula del Río,Almería,4069,Olula del Río,8
Olvan,Barcelona,8144,Olvan,2
Ólvega,Soria,42134,Ólvega,4
Olvena,Huesca,22164,Olvena,0
Olvera,Cádiz,11024,Olvera,7
Olvés,Zaragoza,50194,Olvés,0
Omañas (Las),León,24104,Las Omañas,0
Omellons (Els),Lleida,25153,Els Omellons,0
Omells de na Gaia (Els),Lleida,25154,Els Omells de na Gaia,1
Oncala,Soria,42135,Oncala,0
Onda,Castellón,12084,Onda,24
Ondara,Alicante,3095,Ondara,5
Ondarroa,Bizkaia,48073,Ondarroa,7
Onil,Alicante,3096,Onil,6
Onís,Asturias,33043,Onís,0
Ontígola,Toledo,45123,Ontígola,3
Ontinyent,Valencia,46184,Ontinyent,25
Ontiñena,Huesca,22165,Ontiñena,1
Ontur,Albacete,2056,Ontur,2
Onzonilla,León,24105,Onzonilla,1
Oña,Burgos,9238,Oña,1
Oñati,Gipuzkoa,20059,Oñati,7
Oquillas,Burgos,9239,Oquillas,0
Orba,Alicante,3097,Orba,4
Orbada (La),Salamanca,37224,La Orbada,0
Orbaizeta,Navarra,31195,Orbaizeta,0
Orbaneja Riopico,Burgos,9241,Orbaneja Riopico,0
Orbara,Navarra,31196,Orbara,0
Orbita,Ávila,5174,Orbita,0
Orcajo,Zaragoza,50195,Orcajo,0
Orce,Granada,18146,Orce,1
Orcera,Jaén,23065,Orcera,6
Ordes,A Coruña,15059,Ordes,5
Ordial (El),Guadalajara,19203,El Ordial,0
Ordis,Girona,17115,Ordis,2
Ordizia,Gipuzkoa,20076,Ordizia,8
Orea,Guadalajara,19204,Orea,0
Orejana,Segovia,40150,Orejana,0
Orellana de la Sierra,Badajoz,6096,Orellana de la Sierra,1
Orellana la Vieja,Badajoz,6097,Orellana la Vieja,4
Orendain,Gipuzkoa,20905,Orendain,1
Orera,Zaragoza,50196,Orera,0
Orés,Zaragoza,50197,Orés,0
Orexa,Gipuzkoa,20060,Orexa,0
Organyà,Lleida,25155,Organyà,2
Orgaz,Toledo,45124,Orgaz,2
Órgiva,Granada,18147,Órgiva,5
Oria,Almería,4070,Oria,5
Orihuela,Alicante,3099,Orihuela,44
Orihuela del Tremedal,Teruel,44174,Orihuela del Tremedal,1
Orio,Gipuzkoa,20061,Orio,4
Orís,Barcelona,8150,Orís,0
Orísoain,Navarra,31197,Orísoain,0
Oristà,Barcelona,8151,Oristà,1
Orkoien,Navarra,31906,Orkoien,4
Ormaiztegi,Gipuzkoa,20062,Ormaiztegi,3
Oronz/Orontze,Navarra,31198,Oronz/Orontze,0
Oropesa,Toledo,45125,Oropesa,0
Oropesa del Mar/Orpesa,Castellón,12085,Oropesa del Mar/Orpesa,0
Oroso,A Coruña,15060,Oroso,2
Orotava (La),Santa Cruz de Tenerife,38026,La Orotava,26
Oroz-Betelu/Orotz-Betelu,Navarra,31199,Oroz-Betelu/Orotz-Betelu,0
Orozko,Bizkaia,48075,Orozko,2
Orpí,Barcelona,8152,Orpí,0
Orreaga/Roncesvalles,Navarra,31211,Orreaga/Roncesvalles,0
Orrios,Teruel,44175,Orrios,0
Òrrius,Barcelona,8153,Òrrius,2
Ortigosa de Cameros,La Rioja,26112,Ortigosa de Cameros,0
Ortigosa de Pestaño,Segovia,40151,Ortigosa de Pestaño,0
Ortigosa del Monte,Segovia,40901,Ortigosa del Monte,0
Ortigueira,A Coruña,15061,Ortigueira,31
Ortuella,Bizkaia,48083,Ortuella,5
Orusco de Tajuña,Madrid,28102,Orusco de Tajuña,0
Orxeta,Alicante,3098,Orxeta,1
Os de Balaguer,Lleida,25156,Os de Balaguer,2
Osa de la Vega,Cuenca,16145,Osa de la Vega,0
Oseja,Zaragoza,50198,Oseja,0
Oseja de Sajambre,León,24106,Oseja de Sajambre,0
Osera de Ebro,Zaragoza,50199,Osera de Ebro,0
Oso (El),Ávila,5175,El Oso,0
Osor,Girona,17116,Osor,1
Osornillo,Palencia,34116,Osornillo,0
Osorno la Mayor,Palencia,34901,Osorno la Mayor,0
Ossa de Montiel,Albacete,2057,Ossa de Montiel,4
Osso de Cinca,Huesca,22167,Osso de Cinca,1
Ossó de Sió,Lleida,25157,Ossó de Sió,0
Osuna,Sevilla,41068,Osuna,16
Oteiza,Navarra,31200,Oteiza,2
Otero,Toledo,45126,Otero,0
Otero de Bodas,Zamora,49139,Otero de Bodas,0
Otero de Herreros,Segovia,40152,Otero de Herreros,1
Otívar,Granada,18148,Otívar,3
Otos,Valencia,46185,Otos,0
Otxandio,Bizkaia,48072,Otxandio,2
Ourense,Ourense,32054,Ourense,69
Ourol,Lugo,27038,Ourol,0
Outeiro de Rei,Lugo,27039,Outeiro de Rei,0
Outes,A Coruña,15062,Outes,11
Oviedo,Asturias,33044,Oviedo,97
Oyón-Oion,Álava,1043,Oyón-Oion,3
Oza-Cesuras,A Coruña,15902,Oza-Cesuras,0
Pacs del Penedès,Barcelona,8154,Pacs del Penedès,2
Paderne,A Coruña,15064,Paderne,0
Paderne de Allariz,Ourense,32055,Paderne de Allariz,0
Padiernos,Ávila,5176,Padiernos,0
Padilla de Abajo,Burgos,9242,Padilla de Abajo,0
Padilla de Arriba,Burgos,9243,Padilla de Arriba,0
Padrenda,Ourense,32056,Padrenda,0
Padrón,A Coruña,15065,Padrón,9
Padrones de Bureba,Burgos,9244,Padrones de Bureba,0
Padul,Granada,18150,Padul,6
Padules,Almería,4071,Padules,0
Paiporta,Valencia,46186,Paiporta,14
Pájara,Las Palmas,35015,Pájara,9
Pajarejos,Segovia,40154,Pajarejos,0
Pajares de Adaja,Ávila,5177,Pajares de Adaja,0
Pajares de la Laguna,Salamanca,37225,Pajares de la Laguna,0
Pajares de la Lampreana,Zamora,49141,Pajares de la Lampreana,0
Pajares de los Oteros,León,24107,Pajares de los Oteros,0
Pajarón,Cuenca,16146,Pajarón,0
Pajaroncillo,Cuenca,16147,Pajaroncillo,0
Palacios de Goda,Ávila,5178,Palacios de Goda,0
Palacios de la Sierra,Burgos,9246,Palacios de la Sierra,1
Palacios de la Valduerna,León,24108,Palacios de la Valduerna,0
Palacios de Riopisuerga,Burgos,9247,Palacios de Riopisuerga,0
Palacios de Sanabria,Zamora,49143,Palacios de Sanabria,1
Palacios del Arzobispo,Salamanca,37226,Palacios del Arzobispo,0
Palacios del Pan,Zamora,49142,Palacios del Pan,0
Palacios del Sil,León,24109,Palacios del Sil,1
Palacios y Villafranca (Los),Sevilla,41069,Los Palacios y Villafranca,26
Palaciosrubios,Salamanca,37228,Palaciosrubios,0
Palafolls,Barcelona,8155,Palafolls,5
Palafrugell,Girona,17117,Palafrugell,17
Palamós,Girona,17118,Palamós,9
Palanques,Castellón,12087,Palanques,0
Palas de Rei,Lugo,27040,Palas de Rei,0
Palau d'Anglesola (El),Lleida,25158,El Palau d'Anglesola,1
Palau de Santa Eulàlia,Girona,17119,Palau de Santa Eulàlia,1
Palau-sator,Girona,17121,Palau-sator,0
Palau-saverdera,Girona,17120,Palau-saverdera,0
Palau-solità i Plegamans,Barcelona,8156,Palau-solità i Plegamans,0
Palazuelo de Vedija,Valladolid,47109,Palazuelo de Vedija,0
Palazuelos de Eresma,Segovia,40155,Palazuelos de Eresma,2
Palazuelos de la Sierra,Burgos,9248,Palazuelos de la Sierra,0
Palazuelos de Muñó,Burgos,9249,Palazuelos de Muñó,0
Palencia,Palencia,34120,Palencia,50
Palencia de Negrilla,Salamanca,37229,Palencia de Negrilla,0
Palenciana,Córdoba,14048,Palenciana,3
Palenzuela,Palencia,34121,Palenzuela,0
Pallaresos (Els),Tarragona,43100,Els Pallaresos,6
Pallejà,Barcelona,8157,Pallejà,10
Palma,Illes Balears,7040,Palma,222
Palma d'Ebre (La),Tarragona,43099,La Palma d'Ebre,1
Palma de Cervelló (La),Barcelona,8905,La Palma de Cervelló,3
Palma de Gandía,Valencia,46187,Palma de Gandía,2
Palma del Condado (La),Huelva,21054,La Palma del Condado,10
Palma del Río,Córdoba,14049,Palma del Río,23
Pálmaces de Jadraque,Guadalajara,19208,Pálmaces de Jadraque,0
Palmar de Troya (El),Sevilla,41904,El Palmar de Troya,0
Palmas de Gran Canaria (Las),Las Palmas,35016,Las Palmas de Gran Canaria,179
Palmera,Valencia,46188,Palmera,1
Palo,Huesca,22168,Palo,0
Palol de Revardit,Girona,17123,Palol de Revardit,0
Palomar (El),Valencia,46189,El Palomar,0
Palomar de Arroyos,Teruel,44176,Palomar de Arroyos,0
Palomares del Campo,Cuenca,16148,Palomares del Campo,1
Palomares del Río,Sevilla,41070,Palomares del Río,12
Palomas,Badajoz,6098,Palomas,1
Palomeque,Toledo,45127,Palomeque,1
Palomera,Cuenca,16149,Palomera,0
Palomero,Cáceres,10137,Palomero,1
Palos de la Frontera,Huelva,21055,Palos de la Frontera,9
Pals,Girona,17124,Pals,2
Pampaneira,Granada,18151,Pampaneira,1
Pampliega,Burgos,9250,Pampliega,1
Pamplona/Iruña,Navarra,31201,Pamplona/Iruña,101
Pancorbo,Burgos,9251,Pancorbo,1
Pancrudo,Teruel,44177,Pancrudo,0
Paniza,Zaragoza,50200,Paniza,2
Panticosa,Huesca,22170,Panticosa,1
Pantoja,Toledo,45128,Pantoja,2
Pantón,Lugo,27041,Pantón,2
Papatrigo,Ávila,5179,Papatrigo,0
Papiol (El),Barcelona,8158,El Papiol,3
Paracuellos,Cuenca,16150,Paracuellos,0
Paracuellos de Jarama,Madrid,28104,Paracuellos de Jarama,18
Paracuellos de Jiloca,Zaragoza,50201,Paracuellos de Jiloca,0
Paracuellos de la Ribera,Zaragoza,50202,Paracuellos de la Ribera,0
Parada de Arriba,Salamanca,37230,Parada de Arriba,0
Parada de Rubiales,Salamanca,37231,Parada de Rubiales,0
Parada de Sil,Ourense,32057,Parada de Sil,0
Paradas,Sevilla,41071,Paradas,0
Paradela,Lugo,27042,Paradela,0
Paradinas de San Juan,Salamanca,37232,Paradinas de San Juan,0
Páramo (O),Lugo,27043,O Páramo,1
Páramo de Boedo,Palencia,34122,Páramo de Boedo,0
Páramo del Sil,León,24110,Páramo del Sil,1
Parauta,Málaga,29077,Parauta,1
Parcent,Alicante,3100,Parcent,1
Pardilla,Burgos,9253,Pardilla,0
Pardines,Girona,17125,Pardines,0
Pardos,Guadalajara,19209,Pardos,0
Paredes,Cuenca,16151,Paredes,0
Paredes de Escalona,Toledo,45129,Paredes de Escalona,0
Paredes de Nava,Palencia,34123,Paredes de Nava,2
Paredes de Sigüenza,Guadalajara,19210,Paredes de Sigüenza,0
Pareja,Guadalajara,19211,Pareja,0
Parets del Vallès,Barcelona,8159,Parets del Vallès,15
Parla,Madrid,28106,Parla,61
Parlavà,Girona,17126,Parlavà,1
Parra (La),Badajoz,6099,La Parra,0
Parra de las Vegas (La),Cuenca,16152,La Parra de las Vegas,0
Parral (El),Ávila,5180,El Parral,0
Parras de Castellote (Las),Teruel,44178,Las Parras de Castellote,0
Parres,Asturias,33045,Parres,2
Parrilla (La),Valladolid,47110,La Parrilla,0
Parrillas,Toledo,45130,Parrillas,1
Partaloa,Almería,4072,Partaloa,0
Partido de la Sierra en Tobalina,Burgos,9255,Partido de la Sierra en Tobalina,0
Pasaia,Gipuzkoa,20064,Pasaia,12
Pasarón de la Vera,Cáceres,10138,Pasarón de la Vera,0
Pascualcobo,Ávila,5181,Pascualcobo,0
Paso (El),Santa Cruz de Tenerife,38027,El Paso,6
Passanant i Belltall,Tarragona,43101,Passanant i Belltall,0
Pastores,Salamanca,37233,Pastores,0
Pastoriza (A),Lugo,27044,A Pastoriza,2
Pastrana,Guadalajara,19212,Pastrana,0
Pastriz,Zaragoza,50203,Pastriz,2
Paterna,Valencia,46190,Paterna,49
Paterna de Rivera,Cádiz,11025,Paterna de Rivera,5
Paterna del Campo,Huelva,21056,Paterna del Campo,4
Paterna del Madera,Albacete,2058,Paterna del Madera,0
Paterna del Río,Almería,4073,Paterna del Río,1
Patones,Madrid,28107,Patones,0
Pau,Girona,17128,Pau,1
Paüls,Tarragona,43102,Paüls,2
Pavías,Castellón,12088,Pavías,0
Paymogo,Huelva,21057,Paymogo,3
Payo (El),Salamanca,37234,El Payo,0
Payo de Ojeda,Palencia,34124,Payo de Ojeda,0
Pazos de Borbén,Pontevedra,36037,Pazos de Borbén,0
Pazuengos,La Rioja,26113,Pazuengos,0
Peal de Becerro,Jaén,23066,Peal de Becerro,5
Pechina,Almería,4074,Pechina,4
Pedernoso (El),Cuenca,16153,El Pedernoso,1
Pedrafita do Cebreiro,Lugo,27045,Pedrafita do Cebreiro,1
Pedraja de Portillo (La),Valladolid,47111,La Pedraja de Portillo,1
Pedrajas de San Esteban,Valladolid,47112,Pedrajas de San Esteban,3
Pedralba,Valencia,46191,Pedralba,0
Pedralba de la Pradería,Zamora,49145,Pedralba de la Pradería,0
Pedraza,Segovia,40156,Pedraza,0
Pedraza de Alba,Salamanca,37235,Pedraza de Alba,0
Pedraza de Campos,Palencia,34125,Pedraza de Campos,0
Pedregal (El),Guadalajara,19213,El Pedregal,0
Pedreguer,Alicante,3101,Pedreguer,7
Pedrera,Sevilla,41072,Pedrera,5
Pedret i Marzà,Girona,17129,Pedret i Marzà,0
Pedrezuela,Madrid,28108,Pedrezuela,7
Pedro Abad,Córdoba,14050,Pedro Abad,6
Pedro Bernardo,Ávila,5182,Pedro Bernardo,0
Pedro Martínez,Granada,18152,Pedro Martínez,3
Pedro Muñoz,Ciudad Real,13061,Pedro Muñoz,8
Pedro-Rodríguez,Ávila,5183,Pedro-Rodríguez,0
Pedroche,Córdoba,14051,Pedroche,3
Pedrola,Zaragoza,50204,Pedrola,4
Pedroñeras (Las),Cuenca,16154,Las Pedroñeras,5
Pedrosa de Duero,Burgos,9256,Pedrosa de Duero,0
Pedrosa de la Vega,Palencia,34126,Pedrosa de la Vega,0
Pedrosa de Río Úrbel,Burgos,9259,Pedrosa de Río Úrbel,0
Pedrosa del Páramo,Burgos,9257,Pedrosa del Páramo,0
Pedrosa del Príncipe,Burgos,9258,Pedrosa del Príncipe,0
Pedrosa del Rey,Valladolid,47113,Pedrosa del Rey,0
Pedrosas (Las),Zaragoza,50205,Las Pedrosas,0
Pedrosillo de Alba,Salamanca,37236,Pedrosillo de Alba,0
Pedrosillo de los Aires,Salamanca,37237,Pedrosillo de los Aires,0
Pedrosillo el Ralo,Salamanca,37238,Pedrosillo el Ralo,1
Pedroso,La Rioja,26114,Pedroso,0
Pedroso (El),Sevilla,41073,El Pedroso,0
Pedroso de Acim,Cáceres,10139,Pedroso de Acim,0
Pedroso de la Armuña (El),Salamanca,37239,El Pedroso de la Armuña,0
Pegalajar,Jaén,23067,Pegalajar,4
Pego,Alicante,3102,Pego,8
Pego (El),Zamora,49146,El Pego,0
Peguerinos,Ávila,5184,Peguerinos,0
Pelabravo,Salamanca,37240,Pelabravo,0
Pelahustán,Toledo,45131,Pelahustán,0
Pelarrodríguez,Salamanca,37241,Pelarrodríguez,0
Pelayos,Salamanca,37242,Pelayos,0
Pelayos de la Presa,Madrid,28109,Pelayos de la Presa,2
Pelayos del Arroyo,Segovia,40157,Pelayos del Arroyo,0
Peleagonzalo,Zamora,49147,Peleagonzalo,0
Peleas de Abajo,Zamora,49148,Peleas de Abajo,0
Peligros,Granada,18153,Peligros,8
Penagos,Cantabria,39048,Penagos,0
Penàguila,Alicante,3103,Penàguila,0
Penelles,Lleida,25164,Penelles,1
Peníscola/Peñíscola,Castellón,12089,Peníscola/Peñíscola,5
Peña (La),Salamanca,37243,La Peña,0
Peñacaballera,Salamanca,37244,Peñacaballera,0
Peñacerrada-Urizaharra,Álava,1044,Peñacerrada-Urizaharra,0
Peñafiel,Valladolid,47114,Peñafiel,6
Peñaflor,Sevilla,41074,Peñaflor,0
Peñaflor de Hornija,Valladolid,47115,Peñaflor de Hornija,0
Peñalba,Huesca,22172,Peñalba,2
Peñalba de Ávila,Ávila,5185,Peñalba de Ávila,0
Peñalén,Guadalajara,19214,Peñalén,0
Peñalsordo,Badajoz,6100,Peñalsordo,1
Peñalver,Guadalajara,19215,Peñalver,0
Peñamellera Alta,Asturias,33046,Peñamellera Alta,0
Peñamellera Baja,Asturias,33047,Peñamellera Baja,1
Peñaparda,Salamanca,37245,Peñaparda,0
Peñaranda de Bracamonte,Salamanca,37246,Peñaranda de Bracamonte,8
Peñaranda de Duero,Burgos,9261,Peñaranda de Duero,2
Peñarandilla,Salamanca,37247,Peñarandilla,0
Peñarroya de Tastavins,Teruel,44179,Peñarroya de Tastavins,2
Peñarroya-Pueblonuevo,Córdoba,14052,Peñarroya-Pueblonuevo,12
Peñarrubia,Cantabria,39049,Peñarrubia,0
Peñas de Riglos (Las),Huesca,22173,Las Peñas de Riglos,0
Peñas de San Pedro,Albacete,2060,Peñas de San Pedro,2
Peñascosa,Albacete,2059,Peñascosa,105
Peñausende,Zamora,49149,Peñausende,0
Pepino,Toledo,45132,Pepino,1
Peque,Zamora,49150,Peque,0
Pera (La),Girona,17130,La Pera,2
Peracense,Teruel,44180,Peracense,0
Perafita,Barcelona,8160,Perafita,2
Perafort,Tarragona,43103,Perafort,2
Peral (El),Cuenca,16155,El Peral,1
Peral de Arlanza,Burgos,9262,Peral de Arlanza,0
Peralada,Girona,17132,Peralada,3
Peraleda de la Mata,Cáceres,10140,Peraleda de la Mata,1
Peraleda de San Román,Cáceres,10141,Peraleda de San Román,0
Peraleda del Zaucejo,Badajoz,6101,Peraleda del Zaucejo,1
Peraleja (La),Cuenca,16156,La Peraleja,0
Peralejos,Teruel,44181,Peralejos,0
Peralejos de Abajo,Salamanca,37248,Peralejos de Abajo,0
Peralejos de Arriba,Salamanca,37249,Peralejos de Arriba,0
Peralejos de las Truchas,Guadalajara,19216,Peralejos de las Truchas,0
Perales,Palencia,34127,Perales,0
Perales de Tajuña,Madrid,28110,Perales de Tajuña,3
Perales del Alfambra,Teruel,44182,Perales del Alfambra,1
Perales del Puerto,Cáceres,10142,Perales del Puerto,1
Peralta de Alcofea,Huesca,22174,Peralta de Alcofea,2
Peralta de Calasanz,Huesca,22175,Peralta de Calasanz,0
Peralta/Azkoien,Navarra,31202,Peralta/Azkoien,4
Peraltilla,Huesca,22176,Peraltilla,0
Peralveche,Guadalajara,19217,Peralveche,0
Peramola,Lleida,25165,Peramola,1
Peranzanes,León,24112,Peranzanes,0
Perarrúa,Huesca,22177,Perarrúa,0
Perdigón (El),Zamora,49151,El Perdigón,0
Perdiguera,Zaragoza,50206,Perdiguera,0
Pereiro de Aguiar (O),Ourense,43104,O Pereiro de Aguiar,1
Perelló (El),Tarragona,32058,El Perelló,5
Pereña de la Ribera,Salamanca,37250,Pereña de la Ribera,0
Pereruela,Zamora,49152,Pereruela,0
Periana,Málaga,29079,Periana,6
Perilla de Castro,Zamora,49153,Perilla de Castro,0
Pernía (La),Palencia,34904,La Pernía,0
Peromingo,Salamanca,37251,Peromingo,0
Perosillo,Segovia,40158,Perosillo,0
Peroxa (A),Ourense,32059,A Peroxa,0
Pertusa,Huesca,22178,Pertusa,0
Pesaguero,Cantabria,39050,Pesaguero,2
Pescueza,Cáceres,10143,Pescueza,0
Pesga (La),Cáceres,10144,La Pesga,1
Pesoz,Asturias,33048,Pesoz,0
Pesquera,Cantabria,39051,Pesquera,0
Pesquera (La),Cuenca,16157,La Pesquera,0
Pesquera de Duero,Valladolid,47116,Pesquera de Duero,0
Petilla de Aragón,Navarra,31203,Petilla de Aragón,0
Petín,Ourense,32060,Petín,0
Petra,Illes Balears,7041,Petra,3
Petrer,Alicante,3104,Petrer,21
Petrés,Valencia,46192,Petrés,2
Pétrola,Albacete,2061,Pétrola,1
Peza (La),Granada,18154,La Peza,1
Pezuela de las Torres,Madrid,28111,Pezuela de las Torres,1
Pías,Zamora,49154,Pías,1
Picanya,Valencia,46193,Picanya,12
Picassent,Valencia,46194,Picassent,19
Picazo (El),Cuenca,16158,El Picazo,0
Picón,Ciudad Real,13062,Picón,1
Piedrabuena,Ciudad Real,13063,Piedrabuena,4
Piedrahíta,Ávila,5186,Piedrahíta,2
Piedrahita de Castro,Zamora,49155,Piedrahita de Castro,0
Piedralaves,Ávila,5187,Piedralaves,3
Piedramillera,Navarra,31204,Piedramillera,0
Piedras Albas,Cáceres,10145,Piedras Albas,1
Piedratajada,Zaragoza,50207,Piedratajada,0
Piélagos,Cantabria,39052,Piélagos,6
Piera,Barcelona,8161,Piera,11
Piérnigas,Burgos,9265,Piérnigas,0
Pilar de la Horadada,Alicante,3902,Pilar de la Horadada,10
Pilas,Sevilla,41075,Pilas,0
Piles,Valencia,46195,Piles,0
Piles (Les),Tarragona,43105,Les Piles,0
Piloña,Asturias,33049,Piloña,5
Pina de Ebro,Zaragoza,50208,Pina de Ebro,4
Pina de Montalgrao,Castellón,12090,Pina de Montalgrao,0
Pinar (El),Granada,18910,El Pinar,0
Pinar de El Hierro (El),Santa Cruz de Tenerife,38901,El Pinar de El Hierro,0
Pinarejo,Cuenca,16159,Pinarejo,0
Pinarejos,Segovia,40159,Pinarejos,0
Pinarnegrillo,Segovia,40160,Pinarnegrillo,0
Pineda de Gigüela,Cuenca,16160,Pineda de Gigüela,0
Pineda de la Sierra,Burgos,9266,Pineda de la Sierra,0
Pineda de Mar,Barcelona,8163,Pineda de Mar,18
Pineda Trasmonte,Burgos,9267,Pineda Trasmonte,0
Pinedas,Salamanca,37252,Pinedas,0
Pinell de Brai (El),Tarragona,43106,El Pinell de Brai,2
Pinell de Solsonès,Lleida,25166,Pinell de Solsonès,0
Pinet,Valencia,46196,Pinet,0
Pinilla de Jadraque,Guadalajara,19218,Pinilla de Jadraque,0
Pinilla de los Barruecos,Burgos,9268,Pinilla de los Barruecos,0
Pinilla de los Moros,Burgos,9269,Pinilla de los Moros,0
Pinilla de Molina,Guadalajara,19219,Pinilla de Molina,0
Pinilla de Toro,Zamora,49156,Pinilla de Toro,0
Pinilla del Campo,Soria,42139,Pinilla del Campo,0
Pinilla del Valle,Madrid,28112,Pinilla del Valle,0
Pinilla Trasmonte,Burgos,9270,Pinilla Trasmonte,0
Pinillos,La Rioja,26115,Pinillos,0
Pino (O),A Coruña,15066,O Pino,2
Pino de Tormes (El),Salamanca,37253,El Pino de Tormes,0
Pino del Oro,Zamora,49157,Pino del Oro,0
Pino del Río,Palencia,34129,Pino del Río,0
Pinofranqueado,Cáceres,10146,Pinofranqueado,2
Pinós,Lleida,25167,Pinós,0
Pinós (El)/Pinoso,Alicante,3105,El Pinós/Pinoso,6
Pinos Genil,Granada,18157,Pinos Genil,1
Pinos Puente,Granada,18158,Pinos Puente,12
Pinseque,Zaragoza,50209,Pinseque,3
Pintanos (Los),Zaragoza,50210,Los Pintanos,0
Pinto,Madrid,28113,Pinto,28
Piña de Campos,Palencia,34130,Piña de Campos,0
Piña de Esgueva,Valladolid,47117,Piña de Esgueva,0
Píñar,Granada,18159,Píñar,1
Piñel de Abajo,Valladolid,47118,Piñel de Abajo,0
Piñel de Arriba,Valladolid,47119,Piñel de Arriba,0
Piñero (El),Zamora,49158,El Piñero,0
Piñor,Ourense,32061,Piñor,1
Piñuécar-Gandullas,Madrid,28114,Piñuécar-Gandullas,0
Piornal,Cáceres,10147,Piornal,2
Pioz,Guadalajara,19220,Pioz,3
Piqueras,Guadalajara,19221,Piqueras,0
