municipio,provincia,municipio_nombre_humano,codigo_INE
Monreal/Elo,Navarra,Monreal/Elo,31172
Monroy,Cáceres,Monroy,10125
Monroyo,Teruel,Monroyo,44154
Monsagro,Salamanca,Monsagro,37199
Monsalupe,Ávila,Monsalupe,5133
Mont-ral,Tarragona,Mont-ral,43091
Mont-ras,Girona,Mont-ras,17110
Mont-roig del Camp,Tarragona,Mont-roig del Camp,43092
Montagut i Oix,Girona,Montagut i Oix,17109
Montalbán,Teruel,Montalbán,44155
Montalbán de Córdoba,Córdoba,Montalbán de Córdoba,14040
Montalbanejo,Cuenca,Montalbanejo,16129
Montalbo,Cuenca,Montalbo,16130
Montalvos,Albacete,Montalvos,2050
Montamarta,Zamora,Montamarta,49123
Montán,Castellón,Montán,12078
Montánchez,Cáceres,Montánchez,10126
Montanejos,Castellón,Montanejos,12079
Montanuy,Huesca,Montanuy,22157
Montarrón,Guadalajara,Montarrón,19193
Montaverner,Valencia,Montaverner,46173
Montblanc,Tarragona,Montblanc,43086
Montbrió del Camp,Tarragona,Montbrió del Camp,43088
Montcada i Reixac,Barcelona,Montcada i Reixac,8125
Montclar,Barcelona,Montclar,8130
Monteagudo,Navarra,Monteagudo,31173
Monteagudo de las Salinas,Cuenca,Monteagudo de las Salinas,16131
Monteagudo de las Vicarías,Soria,Monteagudo de las Vicarías,42119
Monteagudo del Castillo,Teruel,Monteagudo del Castillo,44156
Montealegre de Campos,Valladolid,Montealegre de Campos,47092
Montealegre del Castillo,Albacete,Montealegre del Castillo,2051
Montearagón,Toledo,Montearagón,45104
Montecorto,Málaga,Montecorto,29903
Montederramo,Ourense,Montederramo,32049
Montefrío,Granada,Montefrío,18135
Montehermoso,Cáceres,Montehermoso,10127
Montejaque,Málaga,Montejaque,29074
Montejícar,Granada,Montejícar,18136
Montejo,Salamanca,Montejo,37200
Montejo de Arévalo,Segovia,Montejo de Arévalo,40129
Montejo de la Sierra,Madrid,Montejo de la Sierra,28088
Montejo de la Vega de la Serrezuela,Segovia,Montejo de la Vega de la Serrezuela,40130
Montejo de Tiermes,Soria,Montejo de Tiermes,42120
Montellà i Martinet,Lleida,Montellà i Martinet,25139
Montellano,Sevilla,Montellano,41064
Montemayor,Córdoba,Montemayor,14041
Montemayor de Pililla,Valladolid,Montemayor de Pililla,47093
Montemayor del Río,Salamanca,Montemayor del Río,37201
Montemolín,Badajoz,Montemolín,6086
Montenegro de Cameros,Soria,Montenegro de Cameros,42121
Monterde,Zaragoza,Monterde,50173
Monterde de Albarracín,Teruel,Monterde de Albarracín,44157
Monterrei,Ourense,Monterrei,32050
Monterroso,Lugo,Monterroso,27032
Monterrubio,Segovia,Monterrubio,40131
Monterrubio de Armuña,Salamanca,Monterrubio de Armuña,37202
Monterrubio de la Demanda,Burgos,Monterrubio de la Demanda,9226
Monterrubio de la Serena,Badajoz,Monterrubio de la Serena,6087
Monterrubio de la Sierra,Salamanca,Monterrubio de la Sierra,37203
Montesa,Valencia,Montesa,46174
Montesclaros,Toledo,Montesclaros,45105
Montesinos (Los),Alicante,Los Montesinos,3903
Montesquiu,Barcelona,Montesquiu,8131
Montferrer i Castellbò,Lleida,Montferrer i Castellbò,25140
Montferri,Tarragona,Montferri,43089
Montgai,Lleida,Montgai,25138
Montgat,Barcelona,Montgat,8126
Montiel,Ciudad Real,Montiel,13057
Montijo,Badajoz,Montijo,6088
Montilla,Córdoba,Montilla,14042
Montillana,Granada,Montillana,18137
Montitxelvo/Montichelvo,Valencia,Montitxelvo/Montichelvo,46175
Montizón,Jaén,Montizón,23062
Montmajor,Barcelona,Montmajor,8132
Montmaneu,Barcelona,Montmaneu,8133
Montmell (El),Tarragona,El Montmell,43090
Montmeló,Barcelona,Montmeló,8135
Montoliu de Lleida,Lleida,Montoliu de Lleida,25142
Montoliu de Segarra,Lleida,Montoliu de Segarra,25141
Montón,Zaragoza,Montón,50174
Montorio,Burgos,Montorio,9227
Montornès de Segarra,Lleida,Montornès de Segarra,25143
Montornès del Vallès,Barcelona,Montornès del Vallès,8136
Montoro,Córdoba,Montoro,14043
Montroi/Montroy,Valencia,Montroi/Montroy,46176
Montseny,Barcelona,Montseny,8137
Montserrat,Valencia,Montserrat,46172
Montuïri,Illes Balears,Montuïri,7038
Monturque,Córdoba,Monturque,14044
Monzón,Huesca,Monzón,22158
Monzón de Campos,Palencia,Monzón de Campos,34108
Mora,Toledo,Mora,45106
Móra d'Ebre,Tarragona,Móra d'Ebre,43093
Mora de Rubielos,Teruel,Mora de Rubielos,44158
Móra la Nova,Tarragona,Móra la Nova,43094
Moradillo de Roa,Burgos,Moradillo de Roa,9228
Moral de Calatrava,Ciudad Real,Moral de Calatrava,13058
Moral de Hornuez,Segovia,Moral de Hornuez,40132
Moral de la Reina,Valladolid,Moral de la Reina,47094
Moral de Sayago,Zamora,Moral de Sayago,49124
Moraleda de Zafayona,Granada,Moraleda de Zafayona,18138
Moraleja,Cáceres,Moraleja,10128
Moraleja de Enmedio,Madrid,Moraleja de Enmedio,28089
Moraleja de las Panaderas,Valladolid,Moraleja de las Panaderas,47095
Moraleja de Matacabras,Ávila,Moraleja de Matacabras,5134
Moraleja de Sayago,Zamora,Moraleja de Sayago,49126
Moraleja del Vino,Zamora,Moraleja del Vino,49125
Morales de Campos,Valladolid,Morales de Campos,47096
Morales de Rey,Zamora,Morales de Rey,49128
Morales de Toro,Zamora,Morales de Toro,49129
Morales de Valverde,Zamora,Morales de Valverde,49130
Morales del Vino,Zamora,Morales del Vino,49127
Moralina,Zamora,Moralina,49131
Moralzarzal,Madrid,Moralzarzal,28090
Moraña,Pontevedra,Moraña,36032
Morasverdes,Salamanca,Morasverdes,37204
Morata de Jalón,Zaragoza,Morata de Jalón,50175
Morata de Jiloca,Zaragoza,Morata de Jiloca,50176
Morata de Tajuña,Madrid,Morata de Tajuña,28091
Moratalla,Murcia,Moratalla,30028
Moratilla de los Meleros,Guadalajara,Moratilla de los Meleros,19194
Moratinos,Palencia,Moratinos,34109
Morcillo,Cáceres,Morcillo,10129
Morcín,Asturias,Morcín,33038
Moreda de Álava/Moreda Araba,Álava,Moreda de Álava/Moreda Araba,1039
Morelábor,Granada,Morelábor,18909
Morell (El),Tarragona,El Morell,43095
Morella,Castellón,Morella,12080
Morenilla,Guadalajara,Morenilla,19195
Morentin,Navarra,Morentin,31174
Morera (La),Badajoz,La Morera,6089
Morera de Montsant (La),Tarragona,La Morera de Montsant,43096
Moreruela de los Infanzones,Zamora,Moreruela de los Infanzones,49132
Moreruela de Tábara,Zamora,Moreruela de Tábara,49133
Morés,Zaragoza,Morés,50177
Morga,Bizkaia,Morga,48066
Moriles,Córdoba,Moriles,14045
Morille,Salamanca,Morille,37205
Moríñigo,Salamanca,Moríñigo,37206
Moriscos,Salamanca,Moriscos,37207
Morón de Almazán,Soria,Morón de Almazán,42123
Morón de la Frontera,Sevilla,Morón de la Frontera,41065
Moronta,Salamanca,Moronta,37208
Moros,Zaragoza,Moros,50178
Mos,Pontevedra,Mos,36033
Moscardón,Teruel,Moscardón,44159
Mosqueruela,Teruel,Mosqueruela,44160
Móstoles,Madrid,Móstoles,28092
Mota de Altarejos,Cuenca,Mota de Altarejos,16132
Mota del Cuervo,Cuenca,Mota del Cuervo,16133
Mota del Marqués,Valladolid,Mota del Marqués,47097
Motilla del Palancar,Cuenca,Motilla del Palancar,16134
Motilleja,Albacete,Motilleja,2052
Motril,Granada,Motril,18140
Moya,Las Palmas,Moya,16135
Moya,Cuenca,Moya,35013
Moyuela,Zaragoza,Moyuela,50179
Mozárbez,Salamanca,Mozárbez,37209
Mozoncillo,Segovia,Mozoncillo,40134
Mozota,Zaragoza,Mozota,50180
Mucientes,Valladolid,Mucientes,47098
Mudá,Palencia,Mudá,34110
Mudarra (La),Valladolid,La Mudarra,47099
Muduex,Guadalajara,Muduex,19196
Muel,Zaragoza,Muel,50181
Muela (La),Zaragoza,La Muela,50182
Muelas de los Caballeros,Zamora,Muelas de los Caballeros,49134
Muelas del Pan,Zamora,Muelas del Pan,49135
Mues,Navarra,Mues,31175
Muga de Sayago,Zamora,Muga de Sayago,49136
Mugardos,A Coruña,Mugardos,15051
Muíños,Ourense,Muíños,32051
Mula,Murcia,Mula,30029
Mundaka,Bizkaia,Mundaka,48068
Munébrega,Zaragoza,Munébrega,50183
Munera,Albacete,Munera,2053
Mungia,Bizkaia,Mungia,48069
Muniesa,Teruel,Muniesa,44161
Munilla,La Rioja,Munilla,26098
Munitibar-Arbatzegi Gerrikaitz,Bizkaia,Munitibar-Arbatzegi Gerrikaitz,48007
Muntanyola,Barcelona,Muntanyola,8129
Muñana,Ávila,Muñana,5135
Muñico,Ávila,Muñico,5136
Muñogalindo,Ávila,Muñogalindo,5138
Muñogrande,Ávila,Muñogrande,5139
Muñomer del Peco,Ávila,Muñomer del Peco,5140
Muñopedro,Segovia,Muñopedro,40135
Muñopepe,Ávila,Muñopepe,5141
Muñosancho,Ávila,Muñosancho,5142
Muñotello,Ávila,Muñotello,5143
Muñoveros,Segovia,Muñoveros,40136
Mura,Barcelona,Mura,8139
Muras,Lugo,Muras,27033
Murchante,Navarra,Murchante,31176
Murcia,Murcia,Murcia,30030
Murero,Zaragoza,Murero,50184
Murias de Paredes,León,Murias de Paredes,24101
Muriel,Valladolid,Muriel,47100
Muriel de la Fuente,Soria,Muriel de la Fuente,42124
Muriel Viejo,Soria,Muriel Viejo,42125
Murieta,Navarra,Murieta,31177
Murillo de Gállego,Zaragoza,Murillo de Gállego,50185
Murillo de Río Leza,La Rioja,Murillo de Río Leza,26099
Murillo el Cuende,Navarra,Murillo el Cuende,31178
Murillo el Fruto,Navarra,Murillo el Fruto,31179
Murla,Alicante,Murla,3091
Muro,Illes Balears,Muro,7039
Muro de Aguas,La Rioja,Muro de Aguas,26100
Muro de Alcoy,Alicante,Muro de Alcoy,3092
Muro en Cameros,La Rioja,Muro en Cameros,26101
Muros,A Coruña,Muros,15053
Muros de Nalón,Asturias,Muros de Nalón,33039
Murtas,Granada,Murtas,18141
Murueta,Bizkaia,Murueta,48908
Muruzábal,Navarra,Muruzábal,31180
Museros,Valencia,Museros,46177
Muskiz,Bizkaia,Muskiz,48071
Mutiloa,Gipuzkoa,Mutiloa,20057
Mutriku,Gipuzkoa,Mutriku,20056
Mutxamel,Alicante,Mutxamel,3090
Muxía,A Coruña,Muxía,15052
Muxika,Bizkaia,Muxika,48067
Nabarniz,Bizkaia,Nabarniz,48909
Nacimiento,Almería,Nacimiento,4065
Nafría de Ucero,Soria,Nafría de Ucero,42127
Nájera,La Rioja,Nájera,26102
Nalda,La Rioja,Nalda,26103
Nalec,Lleida,Nalec,25145
Nambroca,Toledo,Nambroca,45107
Nàquera/Náquera,Valencia,Nàquera/Náquera,46178
Narboneta,Cuenca,Narboneta,16137
Narón,A Coruña,Narón,15054
Narrillos del Álamo,Ávila,Narrillos del Álamo,5144
Narrillos del Rebollar,Ávila,Narrillos del Rebollar,5145
Narros,Soria,Narros,42128
Narros de Matalayegua,Salamanca,Narros de Matalayegua,37211
Narros de Saldueña,Ávila,Narros de Saldueña,5149
Narros del Castillo,Ávila,Narros del Castillo,5147
Narros del Puerto,Ávila,Narros del Puerto,5148
Naut Aran,Lleida,Naut Aran,25025
Nava,Asturias,Nava,33040
Nava (La),Huelva,La Nava,21051
Nava de Arévalo,Ávila,Nava de Arévalo,5152
Nava de Béjar,Salamanca,Nava de Béjar,37213
Nava de Francia,Salamanca,Nava de Francia,37214
Nava de la Asunción,Segovia,Nava de la Asunción,40138
Nava de Ricomalillo (La),Toledo,La Nava de Ricomalillo,45108
Nava de Roa,Burgos,Nava de Roa,9229
Nava de Santiago (La),Badajoz,La Nava de Santiago,6090
Nava de Sotrobal,Salamanca,Nava de Sotrobal,37215
Nava del Barco,Ávila,Nava del Barco,5153
Nava del Rey,Valladolid,Nava del Rey,47101
Navacarros,Salamanca,Navacarros,37212
Navacepedilla de Corneja,Ávila,Navacepedilla de Corneja,5151
Navacerrada,Madrid,Navacerrada,28093
Navaconcejo,Cáceres,Navaconcejo,10130
Navadijos,Ávila,Navadijos,5154
Navaescurial,Ávila,Navaescurial,5155
Navafría,Segovia,Navafría,40139
Navahermosa,Toledo,Navahermosa,45109
Navahondilla,Ávila,Navahondilla,5156
Navajas,Castellón,Navajas,12081
Navajún,La Rioja,Navajún,26104
Naval,Huesca,Naval,22160
Navalacruz,Ávila,Navalacruz,5157
Navalafuente,Madrid,Navalafuente,28094
Navalagamella,Madrid,Navalagamella,28095
Navalcán,Toledo,Navalcán,45110
Navalcarnero,Madrid,Navalcarnero,28096
Navaleno,Soria,Navaleno,42129
Navales,Salamanca,Navales,37216
Navalilla,Segovia,Navalilla,40140
Navalmanzano,Segovia,Navalmanzano,40141
Navalmoral,Ávila,Navalmoral,5158
Navalmoral de Béjar,Salamanca,Navalmoral de Béjar,37217
Navalmoral de la Mata,Cáceres,Navalmoral de la Mata,10131
Navalmoralejo,Toledo,Navalmoralejo,45111
Navalmorales (Los),Toledo,Los Navalmorales,45112
Navalonguilla,Ávila,Navalonguilla,5159
Navalosa,Ávila,Navalosa,5160
Navalperal de Pinares,Ávila,Navalperal de Pinares,5161
Navalperal de Tormes,Ávila,Navalperal de Tormes,5162
Navalpino,Ciudad Real,Navalpino,13059
Navalucillos (Los),Toledo,Los Navalucillos,45113
Navaluenga,Ávila,Navaluenga,5163
Navalvillar de Ibor,Cáceres,Navalvillar de Ibor,10132
Navalvillar de Pela,Badajoz,Navalvillar de Pela,6091
Navamorales,Salamanca,Navamorales,37218
Navamorcuende,Toledo,Navamorcuende,45114
Navaquesera,Ávila,Navaquesera,5164
Navarcles,Barcelona,Navarcles,8140
Navardún,Zaragoza,Navardún,50186
Navares de Ayuso,Segovia,Navares de Ayuso,40142
Navares de Enmedio,Segovia,Navares de Enmedio,40143
Navares de las Cuevas,Segovia,Navares de las Cuevas,40144
Navaridas,Álava,Navaridas,1041
Navarredonda de Gredos,Ávila,Navarredonda de Gredos,5165
Navarredonda de la Rinconada,Salamanca,Navarredonda de la Rinconada,37219
Navarredonda y San Mamés,Madrid,Navarredonda y San Mamés,28097
Navarredondilla,Ávila,Navarredondilla,5166
Navarrés,Valencia,Navarrés,46179
Navarrete,La Rioja,Navarrete,26105
Navarrevisca,Ávila,Navarrevisca,5167
Navàs,Barcelona,Navàs,8141
Navas de Bureba,Burgos,Navas de Bureba,9230
Navas de Estena,Ciudad Real,Navas de Estena,13060
Navas de Jadraque (Las),Guadalajara,Las Navas de Jadraque,19197
Navas de Jorquera,Albacete,Navas de Jorquera,2054
Navas de la Concepción (Las),Sevilla,Las Navas de la Concepción,41066
Navas de Oro,Segovia,Navas de Oro,40145
Navas de Riofrío,Segovia,Navas de Riofrío,40904
Navas de San Antonio,Segovia,Navas de San Antonio,40146
Navas de San Juan,Jaén,Navas de San Juan,23063
Navas del Madroño,Cáceres,Navas del Madroño,10133
Navas del Marqués (Las),Ávila,Las Navas del Marqués,5168
Navas del Rey,Madrid,Navas del Rey,28099
Navascués/Nabaskoze,Navarra,Navascués/Nabaskoze,31181
Navasfrías,Salamanca,Navasfrías,37221
Navata,Girona,Navata,17111
Navatalgordo,Ávila,Navatalgordo,5169
Navatejares,Ávila,Navatejares,5170
Navès,Lleida,Navès,25146
Navezuelas,Cáceres,Navezuelas,10134
Navia,Asturias,Navia,33041
Navia de Suarna,Lugo,Navia de Suarna,27034
Navianos de Valverde,Zamora,Navianos de Valverde,49137
Nazar,Navarra,Nazar,31182
Nebreda,Burgos,Nebreda,9231
Neda,A Coruña,Neda,15055
Negredo,Guadalajara,Negredo,19198
Negreira,A Coruña,Negreira,15056
Negrilla de Palencia,Salamanca,Negrilla de Palencia,37222
Negueira de Muñiz,Lugo,Negueira de Muñiz,27035
Neila,Burgos,Neila,9232
Neila de San Miguel,Ávila,Neila de San Miguel,5171
Nepas,Soria,Nepas,42130
Nerja,Málaga,Nerja,29075
Nerpio,Albacete,Nerpio,2055
Nerva,Huelva,Nerva,21052
Nestares,La Rioja,Nestares,26106
Nevada,Granada,Nevada,18903
Neves (As),Pontevedra,As Neves,36034
Niebla,Huelva,Niebla,21053
Nieva,Segovia,Nieva,40148
Nieva de Cameros,La Rioja,Nieva de Cameros,26107
Nigrán,Pontevedra,Nigrán,36035
Nigüelas,Granada,Nigüelas,18143
Nigüella,Zaragoza,Nigüella,50187
Niharra,Ávila,Niharra,5172
Níjar,Almería,Níjar,4066
Nívar,Granada,Nívar,18144
Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra,Elortzibar Noáin (Valle de Elorz)/Noain,31088
Noalejo,Jaén,Noalejo,23064
Noblejas,Toledo,Noblejas,45115
Noceda del Bierzo,León,Noceda del Bierzo,24102
Noez,Toledo,Noez,45116
Nogais (As),Lugo,As Nogais,27037
Nogal de las Huertas,Palencia,Nogal de las Huertas,34112
Nogales,Badajoz,Nogales,6092
Nogueira de Ramuín,Ourense,Nogueira de Ramuín,32052
Noguera de Albarracín,Teruel,Noguera de Albarracín,44163
Nogueras,Teruel,Nogueras,44164
Nogueruelas,Teruel,Nogueruelas,44165
Noia,A Coruña,Noia,15057
Noja,Cantabria,Noja,39047
Nolay,Soria,Nolay,42131
Nombela,Toledo,Nombela,45117
Nombrevilla,Zaragoza,Nombrevilla,50188
Nonaspe,Zaragoza,Nonaspe,50189
Noreña,Asturias,Noreña,33042
Nou de Berguedà (La),Barcelona,La Nou de Berguedà,8142
Nou de Gaià (La),Tarragona,La Nou de Gaià,43097
Novales,Huesca,Novales,22162
Novallas,Zaragoza,Novallas,50190
Novelda,Alicante,Novelda,3093
Novelé/Novetlè,Valencia,Novelé/Novetlè,46180
Novés,Toledo,Novés,45118
Noviercas,Soria,Noviercas,42132
Novillas,Zaragoza,Novillas,50191
Nucia (la),Alicante,la Nucia,3094
Nueno,Huesca,Nueno,22163
Nueva Carteya,Córdoba,Nueva Carteya,14046
Nueva Villa de las Torres,Valladolid,Nueva Villa de las Torres,47102
Nuévalos,Zaragoza,Nuévalos,50192
Nuevo Baztán,Madrid,Nuevo Baztán,28100
Nuez de Ebro,Zaragoza,Nuez de Ebro,50193
Nules,Castellón,Nules,12082
Nulles,Tarragona,Nulles,43098
Numancia de la Sagra,Toledo,Numancia de la Sagra,45119
Nuño Gómez,Toledo,Nuño Gómez,45120
Nuñomoral,Cáceres,Nuñomoral,10135
Obanos,Navarra,Obanos,31183
Obejo,Córdoba,Obejo,14047
Obón,Teruel,Obón,44167
Ocaña,Toledo,Ocaña,45121
Ocentejo,Guadalajara,Ocentejo,19199
Ochagavía/Otsagabia,Navarra,Ochagavía/Otsagabia,31185
Ochánduri,La Rioja,Ochánduri,26109
Oco,Navarra,Oco,31184
Ocón,La Rioja,Ocón,26108
Odèn,Lleida,Odèn,25148
Òdena,Barcelona,Òdena,8143
Odieta,Navarra,Odieta,31186
Odón,Teruel,Odón,44168
Oencia,León,Oencia,24103
Ogassa,Girona,Ogassa,17112
Ogíjares,Granada,Ogíjares,18145
Ohanes,Almería,Ohanes,4067
Oia,Pontevedra,Oia,36036
Oiartzun,Gipuzkoa,Oiartzun,20063
Oímbra,Ourense,Oímbra,32053
Oiz,Navarra,Oiz,31187
Ojacastro,La Rioja,Ojacastro,26110
Ojén,Málaga,Ojén,29076
Ojós,Murcia,Ojós,30031
Ojos Negros,Teruel,Ojos Negros,44169
Ojos-Albos,Ávila,Ojos-Albos,5173
Okondo,Álava,Okondo,1042
Olaberria,Gipuzkoa,Olaberria,20058
Olaibar,Navarra,Olaibar,31188
Olazti/Olazagutía,Navarra,Olazti/Olazagutía,31189
Olba,Teruel,Olba,44171
Olea de Boedo,Palencia,Olea de Boedo,34113
Oleiros,A Coruña,Oleiros,15058
Olejua,Navarra,Olejua,31190
Olèrdola,Barcelona,Olèrdola,8145
Olesa de Bonesvalls,Barcelona,Olesa de Bonesvalls,8146
Olesa de Montserrat,Barcelona,Olesa de Montserrat,8147
Oliana,Lleida,Oliana,25149
Olías del Rey,Toledo,Olías del Rey,45122
Oliete,Teruel,Oliete,44172
Oliola,Lleida,Oliola,25150
Olite/Erriberri,Navarra,Olite/Erriberri,31191
Olius,Lleida,Olius,25151
Oliva,Valencia,Oliva,46181
Oliva (La),Las Palmas,La Oliva,35014
Oliva de la Frontera,Badajoz,Oliva de la Frontera,6093
Oliva de Mérida,Badajoz,Oliva de Mérida,6094
Oliva de Plasencia,Cáceres,Oliva de Plasencia,10136
Olivar (El),Guadalajara,El Olivar,19200
Olivares,Sevilla,Olivares,41067
Olivares de Duero,Valladolid,Olivares de Duero,47103
Olivares de Júcar,Cuenca,Olivares de Júcar,16139
Olivella,Barcelona,Olivella,8148
Olivenza,Badajoz,Olivenza,6095
Ollauri,La Rioja,Ollauri,26111
Olleria (l'),Valencia,L' Olleria,46183
Olmeda de Cobeta,Guadalajara,Olmeda de Cobeta,19201
Olmeda de Jadraque (La),Guadalajara,La Olmeda de Jadraque,19202
Olmeda de la Cuesta,Cuenca,Olmeda de la Cuesta,16140
Olmeda de las Fuentes,Madrid,Olmeda de las Fuentes,28101
Olmeda del Rey,Cuenca,Olmeda del Rey,16141
Olmedilla de Alarcón,Cuenca,Olmedilla de Alarcón,16142
Olmedilla de Eliz,Cuenca,Olmedilla de Eliz,16143
Olmedillo de Roa,Burgos,Olmedillo de Roa,9235
Olmedo,Valladolid,Olmedo,47104
Olmedo de Camaces,Salamanca,Olmedo de Camaces,37223
Olmillos de Castro,Zamora,Olmillos de Castro,49138
Olmillos de Muñó,Burgos,Olmillos de Muñó,9236
Olmos (Los),Teruel,Los Olmos,44173
Olmos de Esgueva,Valladolid,Olmos de Esgueva,47105
Olmos de Ojeda,Palencia,Olmos de Ojeda,34114
Olmos de Peñafiel,Valladolid,Olmos de Peñafiel,47106
Olocau,Valencia,Olocau,46182
Olocau del Rey,Castellón,Olocau del Rey,12083
Olombrada,Segovia,Olombrada,40149
Olóriz/Oloritz,Navarra,Olóriz/Oloritz,31192
Olost,Barcelona,Olost,8149
Olot,Girona,Olot,17114
Oluges (Les),Lleida,Les Oluges,25152
Olula de Castro,Almería,Olula de Castro,4068
Olula del Río,Almería,Olula del Río,4069
Olvan,Barcelona,Olvan,8144
Ólvega,Soria,Ólvega,42134
Olvena,Huesca,Olvena,22164
Olvera,Cádiz,Olvera,11024
Olvés,Zaragoza,Olvés,50194
Omañas (Las),León,Las Omañas,24104
Omellons (Els),Lleida,Els Omellons,25153
Omells de na Gaia (Els),Lleida,Els Omells de na Gaia,25154
Oncala,Soria,Oncala,42135
Onda,Castellón,Onda,12084
Ondara,Alicante,Ondara,3095
Ondarroa,Bizkaia,Ondarroa,48073
Onil,Alicante,Onil,3096
Onís,Asturias,Onís,33043
Ontígola,Toledo,Ontígola,45123
Ontinyent,Valencia,Ontinyent,46184
Ontiñena,Huesca,Ontiñena,22165
Ontur,Albacete,Ontur,2056
Onzonilla,León,Onzonilla,24105
Oña,Burgos,Oña,9238
Oñati,Gipuzkoa,Oñati,20059
Oquillas,Burgos,Oquillas,9239
Orba,Alicante,Orba,3097
Orbada (La),Salamanca,La Orbada,37224
Orbaizeta,Navarra,Orbaizeta,31195
Orbaneja Riopico,Burgos,Orbaneja Riopico,9241
Orbara,Navarra,Orbara,31196
Orbita,Ávila,Orbita,5174
Orcajo,Zaragoza,Orcajo,50195
Orce,Granada,Orce,18146
Orcera,Jaén,Orcera,23065
Ordes,A Coruña,Ordes,15059
Ordial (El),Guadalajara,El Ordial,19203
Ordis,Girona,Ordis,17115
Ordizia,Gipuzkoa,Ordizia,20076
Orea,Guadalajara,Orea,19204
Orejana,Segovia,Orejana,40150
Orellana de la Sierra,Badajoz,Orellana de la Sierra,6096
Orellana la Vieja,Badajoz,Orellana la Vieja,6097
Orendain,Gipuzkoa,Orendain,20905
Orera,Zaragoza,Orera,50196
Orés,Zaragoza,Orés,50197
Orexa,Gipuzkoa,Orexa,20060
Organyà,Lleida,Organyà,25155
Orgaz,Toledo,Orgaz,45124
Órgiva,Granada,Órgiva,18147
Oria,Almería,Oria,4070
Orihuela,Alicante,Orihuela,3099
Orihuela del Tremedal,Teruel,Orihuela del Tremedal,44174
Orio,Gipuzkoa,Orio,20061
Orís,Barcelona,Orís,8150
Orísoain,Navarra,Orísoain,31197
Oristà,Barcelona,Oristà,8151
Orkoien,Navarra,Orkoien,31906
Ormaiztegi,Gipuzkoa,Ormaiztegi,20062
Oronz/Orontze,Navarra,Oronz/Orontze,31198
Oropesa,Toledo,Oropesa,45125
Oropesa del Mar/Orpesa,Castellón,Oropesa del Mar/Orpesa,12085
Oroso,A Coruña,Oroso,15060
Orotava (La),Santa Cruz de Tenerife,La Orotava,38026
Oroz-Betelu/Orotz-Betelu,Navarra,Oroz-Betelu/Orotz-Betelu,31199
Orozko,Bizkaia,Orozko,48075
Orpí,Barcelona,Orpí,8152
Orreaga/Roncesvalles,Navarra,Orreaga/Roncesvalles,31211
Orrios,Teruel,Orrios,44175
Òrrius,Barcelona,Òrrius,8153
Ortigosa de Cameros,La Rioja,Ortigosa de Cameros,26112
Ortigosa de Pestaño,Segovia,Ortigosa de Pestaño,40151
Ortigosa del Monte,Segovia,Ortigosa del Monte,40901
Ortigueira,A Coruña,Ortigueira,15061
Ortuella,Bizkaia,Ortuella,48083
Orusco de Tajuña,Madrid,Orusco de Tajuña,28102
Orxeta,Alicante,Orxeta,3098
Os de Balaguer,Lleida,Os de Balaguer,25156
Osa de la Vega,Cuenca,Osa de la Vega,16145
Oseja,Zaragoza,Oseja,50198
Oseja de Sajambre,León,Oseja de Sajambre,24106
Osera de Ebro,Zaragoza,Osera de Ebro,50199
Oso (El),Ávila,El Oso,5175
Osor,Girona,Osor,17116
Osornillo,Palencia,Osornillo,34116
Osorno la Mayor,Palencia,Osorno la Mayor,34901
Ossa de Montiel,Albacete,Ossa de Montiel,2057
Osso de Cinca,Huesca,Osso de Cinca,22167
Ossó de Sió,Lleida,Ossó de Sió,25157
Osuna,Sevilla,Osuna,41068
Oteiza,Navarra,Oteiza,31200
Otero,Toledo,Otero,45126
Otero de Bodas,Zamora,Otero de Bodas,49139
Otero de Herreros,Segovia,Otero de Herreros,40152
Otívar,Granada,Otívar,18148
Otos,Valencia,Otos,46185
Otxandio,Bizkaia,Otxandio,48072
Ourense,Ourense,Ourense,32054
Ourol,Lugo,Ourol,27038
Outeiro de Rei,Lugo,Outeiro de Rei,27039
Outes,A Coruña,Outes,15062
Oviedo,Asturias,Oviedo,33044
Oyón-Oion,Álava,Oyón-Oion,1043
Oza-Cesuras,A Coruña,Oza-Cesuras,15902
Pacs del Penedès,Barcelona,Pacs del Penedès,8154
Paderne,A Coruña,Paderne,15064
Paderne de Allariz,Ourense,Paderne de Allariz,32055
Padiernos,Ávila,Padiernos,5176
Padilla de Abajo,Burgos,Padilla de Abajo,9242
Padilla de Arriba,Burgos,Padilla de Arriba,9243
Padrenda,Ourense,Padrenda,32056
Padrón,A Coruña,Padrón,15065
Padrones de Bureba,Burgos,Padrones de Bureba,9244
Padul,Granada,Padul,18150
Padules,Almería,Padules,4071
Paiporta,Valencia,Paiporta,46186
Pájara,Las Palmas,Pájara,35015
Pajarejos,Segovia,Pajarejos,40154
Pajares de Adaja,Ávila,Pajares de Adaja,5177
Pajares de la Laguna,Salamanca,Pajares de la Laguna,37225
Pajares de la Lampreana,Zamora,Pajares de la Lampreana,49141
Pajares de los Oteros,León,Pajares de los Oteros,24107
Pajarón,Cuenca,Pajarón,16146
Pajaroncillo,Cuenca,Pajaroncillo,16147
Palacios de Goda,Ávila,Palacios de Goda,5178
Palacios de la Sierra,Burgos,Palacios de la Sierra,9246
Palacios de la Valduerna,León,Palacios de la Valduerna,24108
