codigo_ine,municipio,provincia,municipio_nombre_humano
25137,Mollerussa,Lleida,Mollerussa
17106,Mollet de Peralada,Girona,Mollet de Peralada
08124,Mollet del Vallès,Barcelona,Mollet del Vallès
29072,Mollina,Málaga,Mollina
17107,Molló,Girona,Molló
25136,Molsosa (La),Lleida,La Molsosa
18133,Molvízar,Granada,Molvízar
05132,Mombeltrán,Ávila,Mombeltrán
42118,Momblona,Soria,Momblona
49121,Mombuey,Zamora,Mombuey
18134,Monachil,Granada,Monachil
19191,Monasterio,Guadalajara,Monasterio
09223,Monasterio de la Sierra,Burgos,Monasterio de la Sierra
09224,Monasterio de Rodilla,Burgos,Monasterio de Rodilla
47091,Monasterio de Vega,Valladolid,Monasterio de Vega
46171,Moncada,Valencia,Moncada
09225,Moncalvillo,Burgos,Moncalvillo
12077,Moncofa,Castellón,Moncofa
29073,Monda,Málaga,Monda
36030,Mondariz,Pontevedra,Mondariz
36031,Mondariz-Balneario,Pontevedra,Mondariz-Balneario
19192,Mondéjar,Guadalajara,Mondéjar
27030,Mondoñedo,Lugo,Mondoñedo
50170,Monegrillo,Zaragoza,Monegrillo
22155,Monesma y Cajigar,Huesca,Monesma y Cajigar
06085,Monesterio,Badajoz,Monesterio
50171,Moneva,Zaragoza,Moneva
49122,Monfarracinos,Zamora,Monfarracinos
15050,Monfero,A Coruña,Monfero
22156,Monflorite-Lascasas,Huesca,Monflorite-Lascasas
37196,Monforte de la Sierra,Salamanca,Monforte de la Sierra
27031,Monforte de Lemos,Lugo,Monforte de Lemos
44152,Monforte de Moyuela,Teruel,Monforte de Moyuela
03088,Monforte del Cid,Alicante,Monforte del Cid
08128,Monistrol de Calders,Barcelona,Monistrol de Calders
08127,Monistrol de Montserrat,Barcelona,Monistrol de Montserrat
37197,Monleón,Salamanca,Monleón
37198,Monleras,Salamanca,Monleras
03089,Monóvar/Monòver,Alicante,Monóvar/Monòver
50172,Monreal de Ariza,Zaragoza,Monreal de Ariza
44153,Monreal del Campo,Teruel,Monreal del Campo
16128,Monreal del Llano,Cuenca,Monreal del Llano
31172,Monreal/Elo,Navarra,Monreal/Elo
10125,Monroy,Cáceres,Monroy
44154,Monroyo,Teruel,Monroyo
37199,Monsagro,Salamanca,Monsagro
05133,Monsalupe,Ávila,Monsalupe
43091,Mont-ral,Tarragona,Mont-ral
17110,Mont-ras,Girona,Mont-ras
43092,Mont-roig del Camp,Tarragona,Mont-roig del Camp
17109,Montagut i Oix,Girona,Montagut i Oix
44155,Montalbán,Teruel,Montalbán
14040,Montalbán de Córdoba,Córdoba,Montalbán de Córdoba
16129,Montalbanejo,Cuenca,Montalbanejo
16130,Montalbo,Cuenca,Montalbo
02050,Montalvos,Albacete,Montalvos
49123,Montamarta,Zamora,Montamarta
12078,Montán,Castellón,Montán
10126,Montánchez,Cáceres,Montánchez
12079,Montanejos,Castellón,Montanejos
22157,Montanuy,Huesca,Montanuy
19193,Montarrón,Guadalajara,Montarrón
46173,Montaverner,Valencia,Montaverner
43086,Montblanc,Tarragona,Montblanc
43088,Montbrió del Camp,Tarragona,Montbrió del Camp
08125,Montcada i Reixac,Barcelona,Montcada i Reixac
08130,Montclar,Barcelona,Montclar
31173,Monteagudo,Navarra,Monteagudo
16131,Monteagudo de las Salinas,Cuenca,Monteagudo de las Salinas
42119,Monteagudo de las Vicarías,Soria,Monteagudo de las Vicarías
44156,Monteagudo del Castillo,Teruel,Monteagudo del Castillo
47092,Montealegre de Campos,Valladolid,Montealegre de Campos
02051,Montealegre del Castillo,Albacete,Montealegre del Castillo
45104,Montearagón,Toledo,Montearagón
29903,Montecorto,Málaga,Montecorto
32049,Montederramo,Ourense,Montederramo
18135,Montefrío,Granada,Montefrío
10127,Montehermoso,Cáceres,Montehermoso
29074,Montejaque,Málaga,Montejaque
18136,Montejícar,Granada,Montejícar
37200,Montejo,Salamanca,Montejo
40129,Montejo de Arévalo,Segovia,Montejo de Arévalo
28088,Montejo de la Sierra,Madrid,Montejo de la Sierra
40130,Montejo de la Vega de la Serrezuela,Segovia,Montejo de la Vega de la Serrezuela
42120,Montejo de Tiermes,Soria,Montejo de Tiermes
25139,Montellà i Martinet,Lleida,Montellà i Martinet
41064,Montellano,Sevilla,Montellano
14041,Montemayor,Córdoba,Montemayor
47093,Montemayor de Pililla,Valladolid,Montemayor de Pililla
37201,Montemayor del Río,Salamanca,Montemayor del Río
06086,Montemolín,Badajoz,Montemolín
42121,Montenegro de Cameros,Soria,Montenegro de Cameros
50173,Monterde,Zaragoza,Monterde
44157,Monterde de Albarracín,Teruel,Monterde de Albarracín
32050,Monterrei,Ourense,Monterrei
27032,Monterroso,Lugo,Monterroso
40131,Monterrubio,Segovia,Monterrubio
37202,Monterrubio de Armuña,Salamanca,Monterrubio de Armuña
09226,Monterrubio de la Demanda,Burgos,Monterrubio de la Demanda
06087,Monterrubio de la Serena,Badajoz,Monterrubio de la Serena
37203,Monterrubio de la Sierra,Salamanca,Monterrubio de la Sierra
46174,Montesa,Valencia,Montesa
45105,Montesclaros,Toledo,Montesclaros
03903,Montesinos (Los),Alicante,Los Montesinos
08131,Montesquiu,Barcelona,Montesquiu
25140,Montferrer i Castellbò,Lleida,Montferrer i Castellbò
43089,Montferri,Tarragona,Montferri
25138,Montgai,Lleida,Montgai
08126,Montgat,Barcelona,Montgat
13057,Montiel,Ciudad Real,Montiel
06088,Montijo,Badajoz,Montijo
14042,Montilla,Córdoba,Montilla
18137,Montillana,Granada,Montillana
46175,Montitxelvo/Montichelvo,Valencia,Montitxelvo/Montichelvo
23062,Montizón,Jaén,Montizón
08132,Montmajor,Barcelona,Montmajor
08133,Montmaneu,Barcelona,Montmaneu
43090,Montmell (El),Tarragona,El Montmell
08135,Montmeló,Barcelona,Montmeló
25142,Montoliu de Lleida,Lleida,Montoliu de Lleida
25141,Montoliu de Segarra,Lleida,Montoliu de Segarra
50174,Montón,Zaragoza,Montón
09227,Montorio,Burgos,Montorio
25143,Montornès de Segarra,Lleida,Montornès de Segarra
08136,Montornès del Vallès,Barcelona,Montornès del Vallès
14043,Montoro,Córdoba,Montoro
46176,Montroi/Montroy,Valencia,Montroi/Montroy
08137,Montseny,Barcelona,Montseny
46172,Montserrat,Valencia,Montserrat
07038,Montuïri,Islas Baleares,Montuïri
14044,Monturque,Córdoba,Monturque
22158,Monzón,Huesca,Monzón
34108,Monzón de Campos,Palencia,Monzón de Campos
45106,Mora,Toledo,Mora
43093,Móra d'Ebre,Tarragona,Móra d'Ebre
44158,Mora de Rubielos,Teruel,Mora de Rubielos
43094,Móra la Nova,Tarragona,Móra la Nova
09228,Moradillo de Roa,Burgos,Moradillo de Roa
13058,Moral de Calatrava,Ciudad Real,Moral de Calatrava
40132,Moral de Hornuez,Segovia,Moral de Hornuez
47094,Moral de la Reina,Valladolid,Moral de la Reina
49124,Moral de Sayago,Zamora,Moral de Sayago
18138,Moraleda de Zafayona,Granada,Moraleda de Zafayona
10128,Moraleja,Cáceres,Moraleja
28089,Moraleja de Enmedio,Madrid,Moraleja de Enmedio
47095,Moraleja de las Panaderas,Valladolid,Moraleja de las Panaderas
05134,Moraleja de Matacabras,Ávila,Moraleja de Matacabras
49126,Moraleja de Sayago,Zamora,Moraleja de Sayago
49125,Moraleja del Vino,Zamora,Moraleja del Vino
47096,Morales de Campos,Valladolid,Morales de Campos
49128,Morales de Rey,Zamora,Morales de Rey
49129,Morales de Toro,Zamora,Morales de Toro
49130,Morales de Valverde,Zamora,Morales de Valverde
49127,Morales del Vino,Zamora,Morales del Vino
49131,Moralina,Zamora,Moralina
28090,Moralzarzal,Madrid,Moralzarzal
36032,Moraña,Pontevedra,Moraña
37204,Morasverdes,Salamanca,Morasverdes
50175,Morata de Jalón,Zaragoza,Morata de Jalón
50176,Morata de Jiloca,Zaragoza,Morata de Jiloca
28091,Morata de Tajuña,Madrid,Morata de Tajuña
30028,Moratalla,Murcia,Moratalla
19194,Moratilla de los Meleros,Guadalajara,Moratilla de los Meleros
34109,Moratinos,Palencia,Moratinos
10129,Morcillo,Cáceres,Morcillo
33038,Morcín,Asturias,Morcín
01039,Moreda de Álava/Moreda Araba,Álava,Moreda de Álava/Moreda Araba
18909,Morelábor,Granada,Morelábor
43095,Morell (El),Tarragona,El Morell
12080,Morella,Castellón,Morella
19195,Morenilla,Guadalajara,Morenilla
31174,Morentin,Navarra,Morentin
06089,Morera (La),Badajoz,La Morera
43096,Morera de Montsant (La),Tarragona,La Morera de Montsant
49132,Moreruela de los Infanzones,Zamora,Moreruela de los Infanzones
49133,Moreruela de Tábara,Zamora,Moreruela de Tábara
50177,Morés,Zaragoza,Morés
48066,Morga,Bizkaia,Morga
14045,Moriles,Córdoba,Moriles
37205,Morille,Salamanca,Morille
37206,Moríñigo,Salamanca,Moríñigo
37207,Moriscos,Salamanca,Moriscos
42123,Morón de Almazán,Soria,Morón de Almazán
41065,Morón de la Frontera,Sevilla,Morón de la Frontera
37208,Moronta,Salamanca,Moronta
50178,Moros,Zaragoza,Moros
36033,Mos,Pontevedra,Mos
44159,Moscardón,Teruel,Moscardón
44160,Mosqueruela,Teruel,Mosqueruela
28092,Móstoles,Madrid,Móstoles
16132,Mota de Altarejos,Cuenca,Mota de Altarejos
16133,Mota del Cuervo,Cuenca,Mota del Cuervo
47097,Mota del Marqués,Valladolid,Mota del Marqués
16134,Motilla del Palancar,Cuenca,Motilla del Palancar
02052,Motilleja,Albacete,Motilleja
18140,Motril,Granada,Motril
16135,Moya,Cuenca,Moya
35013,Moya,Las Palmas,Moya
50179,Moyuela,Zaragoza,Moyuela
37209,Mozárbez,Salamanca,Mozárbez
40134,Mozoncillo,Segovia,Mozoncillo
50180,Mozota,Zaragoza,Mozota
47098,Mucientes,Valladolid,Mucientes
34110,Mudá,Palencia,Mudá
47099,Mudarra (La),Valladolid,La Mudarra
19196,Muduex,Guadalajara,Muduex
50181,Muel,Zaragoza,Muel
50182,Muela (La),Zaragoza,La Muela
49134,Muelas de los Caballeros,Zamora,Muelas de los Caballeros
49135,Muelas del Pan,Zamora,Muelas del Pan
31175,Mues,Navarra,Mues
49136,Muga de Sayago,Zamora,Muga de Sayago
15051,Mugardos,A Coruña,Mugardos
32051,Muíños,Ourense,Muíños
30029,Mula,Murcia,Mula
48068,Mundaka,Bizkaia,Mundaka
50183,Munébrega,Zaragoza,Munébrega
02053,Munera,Albacete,Munera
48069,Mungia,Bizkaia,Mungia
44161,Muniesa,Teruel,Muniesa
26098,Munilla,La Rioja,Munilla
48007,Munitibar-Arbatzegi Gerrikaitz,Bizkaia,Munitibar-Arbatzegi Gerrikaitz
08129,Muntanyola,Barcelona,Muntanyola
05135,Muñana,Ávila,Muñana
05136,Muñico,Ávila,Muñico
05138,Muñogalindo,Ávila,Muñogalindo
05139,Muñogrande,Ávila,Muñogrande
05140,Muñomer del Peco,Ávila,Muñomer del Peco
40135,Muñopedro,Segovia,Muñopedro
05141,Muñopepe,Ávila,Muñopepe
05142,Muñosancho,Ávila,Muñosancho
05143,Muñotello,Ávila,Muñotello
40136,Muñoveros,Segovia,Muñoveros
08139,Mura,Barcelona,Mura
27033,Muras,Lugo,Muras
31176,Murchante,Navarra,Murchante
30030,Murcia,Murcia,Murcia
50184,Murero,Zaragoza,Murero
24101,Murias de Paredes,León,Murias de Paredes
47100,Muriel,Valladolid,Muriel
42124,Muriel de la Fuente,Soria,Muriel de la Fuente
42125,Muriel Viejo,Soria,Muriel Viejo
31177,Murieta,Navarra,Murieta
50185,Murillo de Gállego,Zaragoza,Murillo de Gállego
26099,Murillo de Río Leza,La Rioja,Murillo de Río Leza
31178,Murillo el Cuende,Navarra,Murillo el Cuende
31179,Murillo el Fruto,Navarra,Murillo el Fruto
03091,Murla,Alicante,Murla
07039,Muro,Islas Baleares,Muro
26100,Muro de Aguas,La Rioja,Muro de Aguas
03092,Muro de Alcoy,Alicante,Muro de Alcoy
26101,Muro en Cameros,La Rioja,Muro en Cameros
15053,Muros,A Coruña,Muros
33039,Muros de Nalón,Asturias,Muros de Nalón
18141,Murtas,Granada,Murtas
48908,Murueta,Bizkaia,Murueta
31180,Muruzábal,Navarra,Muruzábal
46177,Museros,Valencia,Museros
48071,Muskiz,Bizkaia,Muskiz
20057,Mutiloa,Gipuzkoa,Mutiloa
20056,Mutriku,Gipuzkoa,Mutriku
03090,Mutxamel,Alicante,Mutxamel
15052,Muxía,A Coruña,Muxía
48067,Muxika,Bizkaia,Muxika
48909,Nabarniz,Bizkaia,Nabarniz
04065,Nacimiento,Almería,Nacimiento
42127,Nafría de Ucero,Soria,Nafría de Ucero
26102,Nájera,La Rioja,Nájera
26103,Nalda,La Rioja,Nalda
25145,Nalec,Lleida,Nalec
45107,Nambroca,Toledo,Nambroca
46178,Nàquera/Náquera,Valencia,Nàquera/Náquera
16137,Narboneta,Cuenca,Narboneta
15054,Narón,A Coruña,Narón
05144,Narrillos del Álamo,Ávila,Narrillos del Álamo
05145,Narrillos del Rebollar,Ávila,Narrillos del Rebollar
42128,Narros,Soria,Narros
37211,Narros de Matalayegua,Salamanca,Narros de Matalayegua
05149,Narros de Saldueña,Ávila,Narros de Saldueña
05147,Narros del Castillo,Ávila,Narros del Castillo
05148,Narros del Puerto,Ávila,Narros del Puerto
25025,Naut Aran,Lleida,Naut Aran
33040,Nava,Asturias,Nava
21051,Nava (La),Huelva,La Nava
05152,Nava de Arévalo,Ávila,Nava de Arévalo
37213,Nava de Béjar,Salamanca,Nava de Béjar
37214,Nava de Francia,Salamanca,Nava de Francia
40138,Nava de la Asunción,Segovia,Nava de la Asunción
45108,Nava de Ricomalillo (La),Toledo,La Nava de Ricomalillo
09229,Nava de Roa,Burgos,Nava de Roa
06090,Nava de Santiago (La),Badajoz,La Nava de Santiago
37215,Nava de Sotrobal,Salamanca,Nava de Sotrobal
05153,Nava del Barco,Ávila,Nava del Barco
47101,Nava del Rey,Valladolid,Nava del Rey
37212,Navacarros,Salamanca,Navacarros
05151,Navacepedilla de Corneja,Ávila,Navacepedilla de Corneja
28093,Navacerrada,Madrid,Navacerrada
10130,Navaconcejo,Cáceres,Navaconcejo
05154,Navadijos,Ávila,Navadijos
05155,Navaescurial,Ávila,Navaescurial
40139,Navafría,Segovia,Navafría
45109,Navahermosa,Toledo,Navahermosa
05156,Navahondilla,Ávila,Navahondilla
12081,Navajas,Castellón,Navajas
26104,Navajún,La Rioja,Navajún
22160,Naval,Huesca,Naval
05157,Navalacruz,Ávila,Navalacruz
28094,Navalafuente,Madrid,Navalafuente
28095,Navalagamella,Madrid,Navalagamella
45110,Navalcán,Toledo,Navalcán
28096,Navalcarnero,Madrid,Navalcarnero
42129,Navaleno,Soria,Navaleno
37216,Navales,Salamanca,Navales
40140,Navalilla,Segovia,Navalilla
40141,Navalmanzano,Segovia,Navalmanzano
05158,Navalmoral,Ávila,Navalmoral
37217,Navalmoral de Béjar,Salamanca,Navalmoral de Béjar
10131,Navalmoral de la Mata,Cáceres,Navalmoral de la Mata
45111,Navalmoralejo,Toledo,Navalmoralejo
45112,Navalmorales (Los),Toledo,Los Navalmorales
05159,Navalonguilla,Ávila,Navalonguilla
05160,Navalosa,Ávila,Navalosa
05161,Navalperal de Pinares,Ávila,Navalperal de Pinares
05162,Navalperal de Tormes,Ávila,Navalperal de Tormes
13059,Navalpino,Ciudad Real,Navalpino
45113,Navalucillos (Los),Toledo,Los Navalucillos
05163,Navaluenga,Ávila,Navaluenga
10132,Navalvillar de Ibor,Cáceres,Navalvillar de Ibor
06091,Navalvillar de Pela,Badajoz,Navalvillar de Pela
37218,Navamorales,Salamanca,Navamorales
45114,Navamorcuende,Toledo,Navamorcuende
05164,Navaquesera,Ávila,Navaquesera
08140,Navarcles,Barcelona,Navarcles
50186,Navardún,Zaragoza,Navardún
40142,Navares de Ayuso,Segovia,Navares de Ayuso
40143,Navares de Enmedio,Segovia,Navares de Enmedio
40144,Navares de las Cuevas,Segovia,Navares de las Cuevas
01041,Navaridas,Álava,Navaridas
05165,Navarredonda de Gredos,Ávila,Navarredonda de Gredos
37219,Navarredonda de la Rinconada,Salamanca,Navarredonda de la Rinconada
28097,Navarredonda y San Mamés,Madrid,Navarredonda y San Mamés
05166,Navarredondilla,Ávila,Navarredondilla
46179,Navarrés,Valencia,Navarrés
26105,Navarrete,La Rioja,Navarrete
05167,Navarrevisca,Ávila,Navarrevisca
08141,Navàs,Barcelona,Navàs
09230,Navas de Bureba,Burgos,Navas de Bureba
13060,Navas de Estena,Ciudad Real,Navas de Estena
19197,Navas de Jadraque (Las),Guadalajara,Las Navas de Jadraque
02054,Navas de Jorquera,Albacete,Navas de Jorquera
41066,Navas de la Concepción (Las),Sevilla,Las Navas de la Concepción
40145,Navas de Oro,Segovia,Navas de Oro
40904,Navas de Riofrío,Segovia,Navas de Riofrío
40146,Navas de San Antonio,Segovia,Navas de San Antonio
23063,Navas de San Juan,Jaén,Navas de San Juan
10133,Navas del Madroño,Cáceres,Navas del Madroño
05168,Navas del Marqués (Las),Ávila,Las Navas del Marqués
28099,Navas del Rey,Madrid,Navas del Rey
31181,Navascués/Nabaskoze,Navarra,Navascués/Nabaskoze
37221,Navasfrías,Salamanca,Navasfrías
17111,Navata,Girona,Navata
05169,Navatalgordo,Ávila,Navatalgordo
05170,Navatejares,Ávila,Navatejares
25146,Navès,Lleida,Navès
10134,Navezuelas,Cáceres,Navezuelas
33041,Navia,Asturias,Navia
27034,Navia de Suarna,Lugo,Navia de Suarna
49137,Navianos de Valverde,Zamora,Navianos de Valverde
31182,Nazar,Navarra,Nazar
09231,Nebreda,Burgos,Nebreda
15055,Neda,A Coruña,Neda
19198,Negredo,Guadalajara,Negredo
15056,Negreira,A Coruña,Negreira
37222,Negrilla de Palencia,Salamanca,Negrilla de Palencia
27035,Negueira de Muñiz,Lugo,Negueira de Muñiz
09232,Neila,Burgos,Neila
05171,Neila de San Miguel,Ávila,Neila de San Miguel
42130,Nepas,Soria,Nepas
29075,Nerja,Málaga,Nerja
02055,Nerpio,Albacete,Nerpio
21052,Nerva,Huelva,Nerva
26106,Nestares,La Rioja,Nestares
18903,Nevada,Granada,Nevada
36034,Neves (As),Pontevedra,As Neves
21053,Niebla,Huelva,Niebla
40148,Nieva,Segovia,Nieva
26107,Nieva de Cameros,La Rioja,Nieva de Cameros
36035,Nigrán,Pontevedra,Nigrán
18143,Nigüelas,Granada,Nigüelas
50187,Nigüella,Zaragoza,Nigüella
05172,Niharra,Ávila,Niharra
04066,Níjar,Almería,Níjar
18144,Nívar,Granada,Nívar
31088,Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra,Elortzibar Noáin (Valle de Elorz)/Noain
23064,Noalejo,Jaén,Noalejo
45115,Noblejas,Toledo,Noblejas
24102,Noceda del Bierzo,León,Noceda del Bierzo
45116,Noez,Toledo,Noez
27037,Nogais (As),Lugo,As Nogais
34112,Nogal de las Huertas,Palencia,Nogal de las Huertas
06092,Nogales,Badajoz,Nogales
32052,Nogueira de Ramuín,Ourense,Nogueira de Ramuín
44163,Noguera de Albarracín,Teruel,Noguera de Albarracín
44164,Nogueras,Teruel,Nogueras
44165,Nogueruelas,Teruel,Nogueruelas
15057,Noia,A Coruña,Noia
39047,Noja,Cantabria,Noja
42131,Nolay,Soria,Nolay
45117,Nombela,Toledo,Nombela
50188,Nombrevilla,Zaragoza,Nombrevilla
50189,Nonaspe,Zaragoza,Nonaspe
33042,Noreña,Asturias,Noreña
08142,Nou de Berguedà (La),Barcelona,La Nou de Berguedà
43097,Nou de Gaià (La),Tarragona,La Nou de Gaià
22162,Novales,Huesca,Novales
50190,Novallas,Zaragoza,Novallas
03093,Novelda,Alicante,Novelda
46180,Novelé/Novetlè,Valencia,Novelé/Novetlè
45118,Novés,Toledo,Novés
42132,Noviercas,Soria,Noviercas
50191,Novillas,Zaragoza,Novillas
03094,Nucia (La),Alicante,La Nucia
22163,Nueno,Huesca,Nueno
14046,Nueva Carteya,Córdoba,Nueva Carteya
47102,Nueva Villa de las Torres,Valladolid,Nueva Villa de las Torres
50192,Nuévalos,Zaragoza,Nuévalos
28100,Nuevo Baztán,Madrid,Nuevo Baztán
50193,Nuez de Ebro,Zaragoza,Nuez de Ebro
12082,Nules,Castellón,Nules
43098,Nulles,Tarragona,Nulles
45119,Numancia de la Sagra,Toledo,Numancia de la Sagra
45120,Nuño Gómez,Toledo,Nuño Gómez
10135,Nuñomoral,Cáceres,Nuñomoral
31183,Obanos,Navarra,Obanos
14047,Obejo,Córdoba,Obejo
44167,Obón,Teruel,Obón
45121,Ocaña,Toledo,Ocaña
19199,Ocentejo,Guadalajara,Ocentejo
31185,Ochagavía/Otsagabia,Navarra,Ochagavía/Otsagabia
26109,Ochánduri,La Rioja,Ochánduri
31184,Oco,Navarra,Oco
26108,Ocón,La Rioja,Ocón
25148,Odèn,Lleida,Odèn
08143,Òdena,Barcelona,Òdena
31186,Odieta,Navarra,Odieta
44168,Odón,Teruel,Odón
24103,Oencia,León,Oencia
17112,Ogassa,Girona,Ogassa
18145,Ogíjares,Granada,Ogíjares
04067,Ohanes,Almería,Ohanes
36036,Oia,Pontevedra,Oia
20063,Oiartzun,Gipuzkoa,Oiartzun
32053,Oímbra,Ourense,Oímbra
31187,Oiz,Navarra,Oiz
26110,Ojacastro,La Rioja,Ojacastro
29076,Ojén,Málaga,Ojén
30031,Ojós,Murcia,Ojós
44169,Ojos Negros,Teruel,Ojos Negros
05173,Ojos-Albos,Ávila,Ojos-Albos
01042,Okondo,Álava,Okondo
20058,Olaberria,Gipuzkoa,Olaberria
31188,Olaibar,Navarra,Olaibar
31189,Olazti/Olazagutía,Navarra,Olazti/Olazagutía
44171,Olba,Teruel,Olba
34113,Olea de Boedo,Palencia,Olea de Boedo
15058,Oleiros,A Coruña,Oleiros
31190,Olejua,Navarra,Olejua
08145,Olèrdola,Barcelona,Olèrdola
08146,Olesa de Bonesvalls,Barcelona,Olesa de Bonesvalls
08147,Olesa de Montserrat,Barcelona,Olesa de Montserrat
25149,Oliana,Lleida,Oliana
45122,Olías del Rey,Toledo,Olías del Rey
44172,Oliete,Teruel,Oliete
25150,Oliola,Lleida,Oliola
31191,Olite/Erriberri,Navarra,Olite/Erriberri
25151,Olius,Lleida,Olius
46181,Oliva,Valencia,Oliva
35014,Oliva (La),Las Palmas,La Oliva
06093,Oliva de la Frontera,Badajoz,Oliva de la Frontera
06094,Oliva de Mérida,Badajoz,Oliva de Mérida
10136,Oliva de Plasencia,Cáceres,Oliva de Plasencia
19200,Olivar (El),Guadalajara,El Olivar
41067,Olivares,Sevilla,Olivares
47103,Olivares de Duero,Valladolid,Olivares de Duero
16139,Olivares de Júcar,Cuenca,Olivares de Júcar
08148,Olivella,Barcelona,Olivella
06095,Olivenza,Badajoz,Olivenza
26111,Ollauri,La Rioja,Ollauri
46183,Olleria (L'),Valencia,L' Olleria
19201,Olmeda de Cobeta,Guadalajara,Olmeda de Cobeta
19202,Olmeda de Jadraque (La),Guadalajara,La Olmeda de Jadraque
16140,Olmeda de la Cuesta,Cuenca,Olmeda de la Cuesta
28101,Olmeda de las Fuentes,Madrid,Olmeda de las Fuentes
16141,Olmeda del Rey,Cuenca,Olmeda del Rey
16142,Olmedilla de Alarcón,Cuenca,Olmedilla de Alarcón
16143,Olmedilla de Eliz,Cuenca,Olmedilla de Eliz
09235,Olmedillo de Roa,Burgos,Olmedillo de Roa
47104,Olmedo,Valladolid,Olmedo
37223,Olmedo de Camaces,Salamanca,Olmedo de Camaces
49138,Olmillos de Castro,Zamora,Olmillos de Castro
09236,Olmillos de Muñó,Burgos,Olmillos de Muñó
44173,Olmos (Los),Teruel,Los Olmos
47105,Olmos de Esgueva,Valladolid,Olmos de Esgueva
34114,Olmos de Ojeda,Palencia,Olmos de Ojeda
47106,Olmos de Peñafiel,Valladolid,Olmos de Peñafiel
46182,Olocau,Valencia,Olocau
12083,Olocau del Rey,Castellón,Olocau del Rey
40149,Olombrada,Segovia,Olombrada
31192,Olóriz/Oloritz,Navarra,Olóriz/Oloritz
08149,Olost,Barcelona,Olost
17114,Olot,Girona,Olot
25152,Oluges (Les),Lleida,Les Oluges
04068,Olula de Castro,Almería,Olula de Castro
04069,Olula del Río,Almería,Olula del Río
08144,Olvan,Barcelona,Olvan
42134,Ólvega,Soria,Ólvega
22164,Olvena,Huesca,Olvena
11024,Olvera,Cádiz,Olvera
50194,Olvés,Zaragoza,Olvés
24104,Omañas (Las),León,Las Omañas
25153,Omellons (Els),Lleida,Els Omellons
25154,Omells de na Gaia (Els),Lleida,Els Omells de na Gaia
42135,Oncala,Soria,Oncala
12084,Onda,Castellón,Onda
03095,Ondara,Alicante,Ondara
48073,Ondarroa,Bizkaia,Ondarroa
03096,Onil,Alicante,Onil
33043,Onís,Asturias,Onís
45123,Ontígola,Toledo,Ontígola
46184,Ontinyent,Valencia,Ontinyent
22165,Ontiñena,Huesca,Ontiñena
02056,Ontur,Albacete,Ontur
24105,Onzonilla,León,Onzonilla
09238,Oña,Burgos,Oña
20059,Oñati,Gipuzkoa,Oñati
09239,Oquillas,Burgos,Oquillas
03097,Orba,Alicante,Orba
37224,Orbada (La),Salamanca,La Orbada
31195,Orbaizeta,Navarra,Orbaizeta
09241,Orbaneja Riopico,Burgos,Orbaneja Riopico
31196,Orbara,Navarra,Orbara
05174,Orbita,Ávila,Orbita
50195,Orcajo,Zaragoza,Orcajo
18146,Orce,Granada,Orce
23065,Orcera,Jaén,Orcera
15059,Ordes,A Coruña,Ordes
19203,Ordial (El),Guadalajara,El Ordial
17115,Ordis,Girona,Ordis
20076,Ordizia,Gipuzkoa,Ordizia
19204,Orea,Guadalajara,Orea
40150,Orejana,Segovia,Orejana
06096,Orellana de la Sierra,Badajoz,Orellana de la Sierra
06097,Orellana la Vieja,Badajoz,Orellana la Vieja
20905,Orendain,Gipuzkoa,Orendain
50196,Orera,Zaragoza,Orera
50197,Orés,Zaragoza,Orés
20060,Orexa,Gipuzkoa,Orexa
25155,Organyà,Lleida,Organyà
45124,Orgaz,Toledo,Orgaz
18147,Órgiva,Granada,Órgiva
04070,Oria,Almería,Oria
03099,Orihuela,Alicante,Orihuela
44174,Orihuela del Tremedal,Teruel,Orihuela del Tremedal
20061,Orio,Gipuzkoa,Orio
08150,Orís,Barcelona,Orís
31197,Orísoain,Navarra,Orísoain
08151,Oristà,Barcelona,Oristà
31906,Orkoien,Navarra,Orkoien
20062,Ormaiztegi,Gipuzkoa,Ormaiztegi
31198,Oronz/Orontze,Navarra,Oronz/Orontze
45125,Oropesa,Toledo,Oropesa
12085,Oropesa del Mar/Orpesa,Castellón,Oropesa del Mar/Orpesa
15060,Oroso,A Coruña,Oroso
38026,Orotava (La),Santa Cruz de Tenerife,La Orotava
31199,Oroz-Betelu/Orotz-Betelu,Navarra,Oroz-Betelu/Orotz-Betelu
48075,Orozko,Bizkaia,Orozko
08152,Orpí,Barcelona,Orpí
31211,Orreaga/Roncesvalles,Navarra,Orreaga/Roncesvalles
44175,Orrios,Teruel,Orrios
08153,Òrrius,Barcelona,Òrrius
26112,Ortigosa de Cameros,La Rioja,Ortigosa de Cameros
40151,Ortigosa de Pestaño,Segovia,Ortigosa de Pestaño
40901,Ortigosa del Monte,Segovia,Ortigosa del Monte
15061,Ortigueira,A Coruña,Ortigueira
48083,Ortuella,Bizkaia,Ortuella
28102,Orusco de Tajuña,Madrid,Orusco de Tajuña
03098,Orxeta,Alicante,Orxeta
25156,Os de Balaguer,Lleida,Os de Balaguer
16145,Osa de la Vega,Cuenca,Osa de la Vega
50198,Oseja,Zaragoza,Oseja
24106,Oseja de Sajambre,León,Oseja de Sajambre
50199,Osera de Ebro,Zaragoza,Osera de Ebro
05175,Oso (El),Ávila,El Oso
17116,Osor,Girona,Osor
