municipio,provincia,municipio_nombre_humano,codigo_ine,linea_costa_provincia,linea_montana_provincia
Palol de Revardit,Girona,Palol de Revardit,17123,1,1
Palomar (El),Valencia,El Palomar,46189,1,0
Palomar de Arroyos,Teruel,Palomar de Arroyos,44176,2,1
Palomares del Campo,Cuenca,Palomares del Campo,16148,2,2
Palomares del Río,Sevilla,Palomares del Río,41070,2,0
Palomas,Badajoz,Palomas,06098,3,0
Palomeque,Toledo,Palomeque,45127,0,2
Palomera,Cuenca,Palomera,16149,2,2
Palomero,Cáceres,Palomero,10137,0,3
Palos de la Frontera,Huelva,Palos de la Frontera,21055,1,0
Pals,Girona,Pals,17124,1,1
Pampaneira,Granada,Pampaneira,18151,1,1
Pampliega,Burgos,Pampliega,09250,2,2
Pamplona/Iruña,Navarra,Pamplona/Iruña,31201,2,2
Pancorbo,Burgos,Pancorbo,09251,2,2
Pancrudo,Teruel,Pancrudo,44177,2,1
Paniza,Zaragoza,Paniza,50200,2,1
Panticosa,Huesca,Panticosa,22170,2,1
Pantoja,Toledo,Pantoja,45128,0,2
Pantón,Lugo,Pantón,27041,1,2
Papatrigo,Ávila,Papatrigo,05179,0,1
Papiol (El),Barcelona,El Papiol,08158,1,2
Paracuellos,Cuenca,Paracuellos,16150,2,2
Paracuellos de Jarama,Madrid,Paracuellos de Jarama,28104,3,2
Paracuellos de Jiloca,Zaragoza,Paracuellos de Jiloca,50201,2,1
Paracuellos de la Ribera,Zaragoza,Paracuellos de la Ribera,50202,2,1
Parada de Arriba,Salamanca,Parada de Arriba,37230,0,2
Parada de Rubiales,Salamanca,Parada de Rubiales,37231,0,2
Parada de Sil,Ourense,Parada de Sil,32057,2,2
Paradas,Sevilla,Paradas,41071,2,0
Paradela,Lugo,Paradela,27042,1,2
Paradinas de San Juan,Salamanca,Paradinas de San Juan,37232,0,2
Páramo (O),Lugo,O Páramo,27043,1,2
Páramo de Boedo,Palencia,Páramo de Boedo,34122,2,2
Páramo del Sil,León,Páramo del Sil,24110,2,1
Parauta,Málaga,Parauta,29077,1,2
Parcent,Alicante,Parcent,03100,1,3
Pardilla,Burgos,Pardilla,09253,2,2
Pardines,Girona,Pardines,17125,1,1
Pardos,Guadalajara,Pardos,19209,0,1
Paredes,Cuenca,Paredes,16151,2,2
Paredes de Escalona,Toledo,Paredes de Escalona,45129,0,2
Paredes de Nava,Palencia,Paredes de Nava,34123,2,2
Paredes de Sigüenza,Guadalajara,Paredes de Sigüenza,19210,0,1
Pareja,Guadalajara,Pareja,19211,0,1
Parets del Vallès,Barcelona,Parets del Vallès,08159,1,2
Parla,Madrid,Parla,28106,3,2
Parlavà,Girona,Parlavà,17126,1,1
Parra (La),Badajoz,La Parra,06099,3,0
Parra de las Vegas (La),Cuenca,La Parra de las Vegas,16152,2,2
Parral (El),Ávila,El Parral,05180,0,1
Parras de Castellote (Las),Teruel,Las Parras de Castellote,44178,2,1
Parres,Asturias,Parres,33045,1,1
Parrilla (La),Valladolid,La Parrilla,47110,3,0
Parrillas,Toledo,Parrillas,45130,0,2
Partaloa,Almería,Partaloa,04072,1,2
Partido de la Sierra en Tobalina,Burgos,Partido de la Sierra en Tobalina,09255,2,2
Pasaia,Gipuzkoa,Pasaia,20064,1,2
Pasarón de la Vera,Cáceres,Pasarón de la Vera,10138,0,3
Pascualcobo,Ávila,Pascualcobo,05181,0,1
Paso (El),Santa Cruz de Tenerife,El Paso,38027,1,2
Passanant i Belltall,Tarragona,Passanant i Belltall,43101,1,2
Pastores,Salamanca,Pastores,37233,0,2
Pastoriza (A),Lugo,A Pastoriza,27044,1,2
Pastrana,Guadalajara,Pastrana,19212,0,1
Pastriz,Zaragoza,Pastriz,50203,2,1
Paterna,Valencia,Paterna,46190,1,0
Paterna de Rivera,Cádiz,Paterna de Rivera,11025,1,0
Paterna del Campo,Huelva,Paterna del Campo,21056,1,0
Paterna del Madera,Albacete,Paterna del Madera,02058,2,2
Paterna del Río,Almería,Paterna del Río,04073,1,2
Patones,Madrid,Patones,28107,3,2
Pau,Girona,Pau,17128,1,1
Paüls,Tarragona,Paüls,43102,1,2
Pavías,Castellón,Pavías,12088,1,2
Paymogo,Huelva,Paymogo,21057,1,0
Payo (El),Salamanca,El Payo,37234,0,2
Payo de Ojeda,Palencia,Payo de Ojeda,34124,2,2
Pazos de Borbén,Pontevedra,Pazos de Borbén,36037,1,3
Pazuengos,La Rioja,Pazuengos,26113,2,2
Peal de Becerro,Jaén,Peal de Becerro,23066,2,2
Pechina,Almería,Pechina,04074,1,2
Pedernoso (El),Cuenca,El Pedernoso,16153,2,2
Pedrafita do Cebreiro,Lugo,Pedrafita do Cebreiro,27045,1,2
Pedraja de Portillo (La),Valladolid,La Pedraja de Portillo,47111,3,0
Pedrajas de San Esteban,Valladolid,Pedrajas de San Esteban,47112,3,0
Pedralba,Valencia,Pedralba,46191,1,0
Pedralba de la Pradería,Zamora,Pedralba de la Pradería,49145,3,2
Pedraza,Segovia,Pedraza,40156,3,1
Pedraza de Alba,Salamanca,Pedraza de Alba,37235,0,2
Pedraza de Campos,Palencia,Pedraza de Campos,34125,2,2
Pedregal (El),Guadalajara,El Pedregal,19213,0,1
Pedreguer,Alicante,Pedreguer,03101,1,3
Pedrera,Sevilla,Pedrera,41072,2,0
Pedret i Marzà,Girona,Pedret i Marzà,17129,1,1
Pedrezuela,Madrid,Pedrezuela,28108,3,2
Pedro Abad,Córdoba,Pedro Abad,14050,2,2
Pedro Bernardo,Ávila,Pedro Bernardo,05182,0,1
Pedro Martínez,Granada,Pedro Martínez,18152,1,1
Pedro Muñoz,Ciudad Real,Pedro Muñoz,13061,3,2
Pedro-Rodríguez,Ávila,Pedro-Rodríguez,05183,0,1
Pedroche,Córdoba,Pedroche,14051,2,2
Pedrola,Zaragoza,Pedrola,50204,2,1
Pedroñeras (Las),Cuenca,Las Pedroñeras,16154,2,2
Pedrosa de Duero,Burgos,Pedrosa de Duero,09256,2,2
Pedrosa de la Vega,Palencia,Pedrosa de la Vega,34126,2,2
Pedrosa de Río Úrbel,Burgos,Pedrosa de Río Úrbel,09259,2,2
Pedrosa del Páramo,Burgos,Pedrosa del Páramo,09257,2,2
Pedrosa del Príncipe,Burgos,Pedrosa del Príncipe,09258,2,2
Pedrosa del Rey,Valladolid,Pedrosa del Rey,47113,3,0
Pedrosas (Las),Zaragoza,Las Pedrosas,50205,2,1
Pedrosillo de Alba,Salamanca,Pedrosillo de Alba,37236,0,2
Pedrosillo de los Aires,Salamanca,Pedrosillo de los Aires,37237,0,2
Pedrosillo el Ralo,Salamanca,Pedrosillo el Ralo,37238,0,2
Pedroso,La Rioja,Pedroso,26114,2,2
Pedroso (El),Sevilla,El Pedroso,41073,2,0
Pedroso de Acim,Cáceres,Pedroso de Acim,10139,0,3
Pedroso de la Armuña (El),Salamanca,El Pedroso de la Armuña,37239,0,2
Pegalajar,Jaén,Pegalajar,23067,2,2
Pego,Alicante,Pego,03102,1,3
Pego (El),Zamora,El Pego,49146,3,2
Peguerinos,Ávila,Peguerinos,05184,0,1
Pelabravo,Salamanca,Pelabravo,37240,0,2
Pelahustán,Toledo,Pelahustán,45131,0,2
Pelarrodríguez,Salamanca,Pelarrodríguez,37241,0,2
Pelayos,Salamanca,Pelayos,37242,0,2
Pelayos de la Presa,Madrid,Pelayos de la Presa,28109,3,2
Pelayos del Arroyo,Segovia,Pelayos del Arroyo,40157,3,1
Peleagonzalo,Zamora,Peleagonzalo,49147,3,2
Peleas de Abajo,Zamora,Peleas de Abajo,49148,3,2
Peligros,Granada,Peligros,18153,1,1
Penagos,Cantabria,Penagos,39048,1,1
Penàguila,Alicante,Penàguila,03103,1,3
Penelles,Lleida,Penelles,25164,2,1
Peníscola/Peñíscola,Castellón,Peníscola/Peñíscola,12089,1,2
Peña (La),Salamanca,La Peña,37243,0,2
Peñacaballera,Salamanca,Peñacaballera,37244,0,2
Peñacerrada-Urizaharra,Álava,Peñacerrada-Urizaharra,01044,2,2
Peñafiel,Valladolid,Peñafiel,47114,3,0
Peñaflor,Sevilla,Peñaflor,41074,2,0
Peñaflor de Hornija,Valladolid,Peñaflor de Hornija,47115,3,0
Peñalba,Huesca,Peñalba,22172,2,1
Peñalba de Ávila,Ávila,Peñalba de Ávila,05185,0,1
Peñalén,Guadalajara,Peñalén,19214,0,1
Peñalsordo,Badajoz,Peñalsordo,06100,3,0
Peñalver,Guadalajara,Peñalver,19215,0,1
Peñamellera Alta,Asturias,Peñamellera Alta,33046,1,1
Peñamellera Baja,Asturias,Peñamellera Baja,33047,1,1
Peñaparda,Salamanca,Peñaparda,37245,0,2
Peñaranda de Bracamonte,Salamanca,Peñaranda de Bracamonte,37246,0,2
Peñaranda de Duero,Burgos,Peñaranda de Duero,09261,2,2
Peñarandilla,Salamanca,Peñarandilla,37247,0,2
Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins,44179,2,1
Peñarroya-Pueblonuevo,Córdoba,Peñarroya-Pueblonuevo,14052,2,2
Peñarrubia,Cantabria,Peñarrubia,39049,1,1
Peñas de Riglos (Las),Huesca,Las Peñas de Riglos,22173,2,1
Peñas de San Pedro,Albacete,Peñas de San Pedro,02060,2,2
Peñascosa,Albacete,Peñascosa,02059,2,2
Peñausende,Zamora,Peñausende,49149,3,2
Pepino,Toledo,Pepino,45132,0,2
Peque,Zamora,Peque,49150,3,2
Pera (La),Girona,La Pera,17130,1,1
Peracense,Teruel,Peracense,44180,2,1
Perafita,Barcelona,Perafita,08160,1,2
Perafort,Tarragona,Perafort,43103,1,2
Peral (El),Cuenca,El Peral,16155,2,2
Peral de Arlanza,Burgos,Peral de Arlanza,09262,2,2
Peralada,Girona,Peralada,17132,1,1
Peraleda de la Mata,Cáceres,Peraleda de la Mata,10140,0,3
Peraleda de San Román,Cáceres,Peraleda de San Román,10141,0,3
Peraleda del Zaucejo,Badajoz,Peraleda del Zaucejo,06101,3,0
Peraleja (La),Cuenca,La Peraleja,16156,2,2
Peralejos,Teruel,Peralejos,44181,2,1
Peralejos de Abajo,Salamanca,Peralejos de Abajo,37248,0,2
Peralejos de Arriba,Salamanca,Peralejos de Arriba,37249,0,2
Peralejos de las Truchas,Guadalajara,Peralejos de las Truchas,19216,0,1
Perales,Palencia,Perales,34127,2,2
Perales de Tajuña,Madrid,Perales de Tajuña,28110,3,2
Perales del Alfambra,Teruel,Perales del Alfambra,44182,2,1
Perales del Puerto,Cáceres,Perales del Puerto,10142,0,3
Peralta de Alcofea,Huesca,Peralta de Alcofea,22174,2,1
Peralta de Calasanz,Huesca,Peralta de Calasanz,22175,2,1
Peralta/Azkoien,Navarra,Peralta/Azkoien,31202,2,2
Peraltilla,Huesca,Peraltilla,22176,2,1
Peralveche,Guadalajara,Peralveche,19217,0,1
Peramola,Lleida,Peramola,25165,2,1
Peranzanes,León,Peranzanes,24112,2,1
Perarrúa,Huesca,Perarrúa,22177,2,1
Perdigón (El),Zamora,El Perdigón,49151,3,2
Perdiguera,Zaragoza,Perdiguera,50206,2,1
Pereiro de Aguiar (O),Ourense,O Pereiro de Aguiar,43104,2,2
Perelló (El),Tarragona,El Perelló,32058,1,2
Pereña de la Ribera,Salamanca,Pereña de la Ribera,37250,0,2
Pereruela,Zamora,Pereruela,49152,3,2
Periana,Málaga,Periana,29079,1,2
Perilla de Castro,Zamora,Perilla de Castro,49153,3,2
Pernía (La),Palencia,La Pernía,34904,2,2
Peromingo,Salamanca,Peromingo,37251,0,2
Perosillo,Segovia,Perosillo,40158,3,1
Peroxa (A),Ourense,A Peroxa,32059,2,2
Pertusa,Huesca,Pertusa,22178,2,1
Pesaguero,Cantabria,Pesaguero,39050,1,1
Pescueza,Cáceres,Pescueza,10143,0,3
Pesga (La),Cáceres,La Pesga,10144,0,3
Pesoz,Asturias,Pesoz,33048,1,1
Pesquera,Cantabria,Pesquera,39051,1,1
Pesquera (La),Cuenca,La Pesquera,16157,2,2
Pesquera de Duero,Valladolid,Pesquera de Duero,47116,3,0
Petilla de Aragón,Navarra,Petilla de Aragón,31203,2,2
Petín,Ourense,Petín,32060,2,2
Petra,Illes Balears,Petra,07041,1,2
Petrer,Alicante,Petrer,03104,1,3
Petrés,Valencia,Petrés,46192,1,0
Pétrola,Albacete,Pétrola,02061,2,2
Peza (La),Granada,La Peza,18154,1,1
Pezuela de las Torres,Madrid,Pezuela de las Torres,28111,3,2
Pías,Zamora,Pías,49154,3,2
Picanya,Valencia,Picanya,46193,1,0
Picassent,Valencia,Picassent,46194,1,0
Picazo (El),Cuenca,El Picazo,16158,2,2
Picón,Ciudad Real,Picón,13062,3,2
Piedrabuena,Ciudad Real,Piedrabuena,13063,3,2
Piedrahíta,Ávila,Piedrahíta,05186,0,1
Piedrahita de Castro,Zamora,Piedrahita de Castro,49155,3,2
Piedralaves,Ávila,Piedralaves,05187,0,1
Piedramillera,Navarra,Piedramillera,31204,2,2
Piedras Albas,Cáceres,Piedras Albas,10145,0,3
Piedratajada,Zaragoza,Piedratajada,50207,2,1
Piélagos,Cantabria,Piélagos,39052,1,1
Piera,Barcelona,Piera,08161,1,2
Piérnigas,Burgos,Piérnigas,09265,2,2
Pilar de la Horadada,Alicante,Pilar de la Horadada,03902,1,3
Pilas,Sevilla,Pilas,41075,2,0
Piles,Valencia,Piles,46195,1,0
Piles (Les),Tarragona,Les Piles,43105,1,2
Piloña,Asturias,Piloña,33049,1,1
Pina de Ebro,Zaragoza,Pina de Ebro,50208,2,1
Pina de Montalgrao,Castellón,Pina de Montalgrao,12090,1,2
Pinar (El),Granada,El Pinar,18910,1,1
Pinar de El Hierro (El),Santa Cruz de Tenerife,El Pinar de El Hierro,38901,1,2
Pinarejo,Cuenca,Pinarejo,16159,2,2
Pinarejos,Segovia,Pinarejos,40159,3,1
Pinarnegrillo,Segovia,Pinarnegrillo,40160,3,1
Pineda de Gigüela,Cuenca,Pineda de Gigüela,16160,2,2
Pineda de la Sierra,Burgos,Pineda de la Sierra,09266,2,2
Pineda de Mar,Barcelona,Pineda de Mar,08163,1,2
Pineda Trasmonte,Burgos,Pineda Trasmonte,09267,2,2
Pinedas,Salamanca,Pinedas,37252,0,2
Pinell de Brai (El),Tarragona,El Pinell de Brai,43106,1,2
Pinell de Solsonès,Lleida,Pinell de Solsonès,25166,2,1
Pinet,Valencia,Pinet,46196,1,0
Pinilla de Jadraque,Guadalajara,Pinilla de Jadraque,19218,0,1
Pinilla de los Barruecos,Burgos,Pinilla de los Barruecos,09268,2,2
Pinilla de los Moros,Burgos,Pinilla de los Moros,09269,2,2
Pinilla de Molina,Guadalajara,Pinilla de Molina,19219,0,1
Pinilla de Toro,Zamora,Pinilla de Toro,49156,3,2
Pinilla del Campo,Soria,Pinilla del Campo,42139,3,1
Pinilla del Valle,Madrid,Pinilla del Valle,28112,3,2
Pinilla Trasmonte,Burgos,Pinilla Trasmonte,09270,2,2
Pinillos,La Rioja,Pinillos,26115,2,2
Pino (O),A Coruña,O Pino,15066,1,3
Pino de Tormes (El),Salamanca,El Pino de Tormes,37253,0,2
Pino del Oro,Zamora,Pino del Oro,49157,3,2
Pino del Río,Palencia,Pino del Río,34129,2,2
Pinofranqueado,Cáceres,Pinofranqueado,10146,0,3
Pinós,Lleida,Pinós,25167,2,1
Pinós (El)/Pinoso,Alicante,El Pinós/Pinoso,03105,1,3
Pinos Genil,Granada,Pinos Genil,18157,1,1
Pinos Puente,Granada,Pinos Puente,18158,1,1
Pinseque,Zaragoza,Pinseque,50209,2,1
Pintanos (Los),Zaragoza,Los Pintanos,50210,2,1
Pinto,Madrid,Pinto,28113,3,2
Piña de Campos,Palencia,Piña de Campos,34130,2,2
Piña de Esgueva,Valladolid,Piña de Esgueva,47117,3,0
Píñar,Granada,Píñar,18159,1,1
Piñel de Abajo,Valladolid,Piñel de Abajo,47118,3,0
Piñel de Arriba,Valladolid,Piñel de Arriba,47119,3,0
Piñero (El),Zamora,El Piñero,49158,3,2
Piñor,Ourense,Piñor,32061,2,2
Piñuécar-Gandullas,Madrid,Piñuécar-Gandullas,28114,3,2
Piornal,Cáceres,Piornal,10147,0,3
Pioz,Guadalajara,Pioz,19220,0,1
Piqueras,Guadalajara,Piqueras,19221,0,1
Piqueras del Castillo,Cuenca,Piqueras del Castillo,16161,2,2
Pira,Tarragona,Pira,43107,1,2
Piracés,Huesca,Piracés,22181,2,1
Pitarque,Teruel,Pitarque,44183,2,1
Pitiegua,Salamanca,Pitiegua,37254,0,2
Pitillas,Navarra,Pitillas,31205,2,2
Pizarra,Málaga,Pizarra,29080,1,2
Pizarral,Salamanca,Pizarral,37255,0,2
Pla de Santa Maria (El),Tarragona,El Pla de Santa Maria,43108,1,2
Pla del Penedès (El),Barcelona,El Pla del Penedès,08164,1,2
Plan,Huesca,Plan,22182,2,1
Planes,Alicante,Planes,03106,1,3
Planes d'Hostoles (Les),Girona,Les Planes d'Hostoles,17133,1,1
Planoles,Girona,Planoles,17134,1,1
Plans de Sió (Els),Lleida,Els Plans de Sió,25911,2,1
Plasencia,Cáceres,Plasencia,10148,0,3
Plasencia de Jalón,Zaragoza,Plasencia de Jalón,50211,2,1
Plasenzuela,Cáceres,Plasenzuela,10149,0,3
Pleitas,Zaragoza,Pleitas,50212,2,1
Plenas,Zaragoza,Plenas,50213,2,1
Plentzia,Bizkaia,Plentzia,48077,1,2
Pliego,Murcia,Pliego,30032,1,2
Plou,Teruel,Plou,44184,2,1
Poal (El),Lleida,El Poal,25168,2,1
Pobla (Sa),Illes Balears,Sa Pobla,07044,1,2
Pobla de Benifassà (La),Castellón,La Pobla de Benifassà,12093,1,2
Pobla de Cérvoles (La),Lleida,La Pobla de Cérvoles,25169,2,1
Pobla de Claramunt (La),Barcelona,La Pobla de Claramunt,08165,1,2
Pobla de Farnals (La),Valencia,La Pobla de Farnals,46199,1,0
Pobla de Lillet (La),Barcelona,La Pobla de Lillet,08166,1,2
Pobla de Mafumet (La),Tarragona,La Pobla de Mafumet,43109,1,2
Pobla de Massaluca (La),Tarragona,La Pobla de Massaluca,43110,1,2
Pobla de Montornès (La),Tarragona,La Pobla de Montornès,43111,1,2
Pobla de Segur (La),Lleida,La Pobla de Segur,25171,2,1
Pobla de Vallbona (La),Valencia,La Pobla de Vallbona,46202,1,0
Pobla del Duc (La),Valencia,La Pobla del Duc,46200,1,0
Pobla Llarga (La),Valencia,La Pobla Llarga,46203,1,0
Pobla Tornesa (La),Castellón,La Pobla Tornesa,12094,1,2
Población de Arroyo,Palencia,Población de Arroyo,34131,2,2
Población de Campos,Palencia,Población de Campos,34132,2,2
Población de Cerrato,Palencia,Población de Cerrato,34133,2,2
Pobladura de Pelayo García,León,Pobladura de Pelayo García,24113,2,1
Pobladura de Valderaduey,Zamora,Pobladura de Valderaduey,49160,3,2
Pobladura del Valle,Zamora,Pobladura del Valle,49159,3,2
Poblete,Ciudad Real,Poblete,13064,3,2
Poblets (Els),Alicante,Els Poblets,03901,1,3
Pobo (El),Teruel,El Pobo,44185,2,1
Pobo de Dueñas (El),Guadalajara,El Pobo de Dueñas,19222,0,1
Poboleda,Tarragona,Poboleda,43112,1,2
Pobra de Trives (A),Ourense,A Pobra de Trives,32063,2,2
Pobra do Brollón (A),Lugo,A Pobra do Brollón,27047,1,2
Pobra do Caramiñal (A),A Coruña,A Pobra do Caramiñal,15067,1,3
Poio,Pontevedra,Poio,36041,1,3
Pol,Lugo,Pol,27046,1,2
Pola de Gordón (La),León,La Pola de Gordón,24114,2,1
Polaciones,Cantabria,Polaciones,39053,1,1
Polán,Toledo,Polán,45133,0,2
Polanco,Cantabria,Polanco,39054,1,1
Polentinos,Palencia,Polentinos,34134,2,2
Poleñino,Huesca,Poleñino,22184,2,1
Polícar,Granada,Polícar,18161,1,1
Polinyà,Barcelona,Polinyà,08167,1,2
Polinyà de Xúquer,Valencia,Polinyà de Xúquer,46197,1,0
Pollença,Illes Balears,Pollença,07042,1,2
Pollos,Valladolid,Pollos,47121,3,0
Polop,Alicante,Polop,03107,1,3
Polopos,Granada,Polopos,18162,1,1
Pomar de Valdivia,Palencia,Pomar de Valdivia,34135,2,2
Pomer,Zaragoza,Pomer,50214,2,1
Ponferrada,León,Ponferrada,24115,2,1
Ponga,Asturias,Ponga,33050,1,1
Pont d'Armentera (El),Tarragona,El Pont d'Armentera,43113,1,2
Pont de Bar (El),Lleida,El Pont de Bar,25030,2,1
Pont de Molins,Girona,Pont de Molins,17135,1,1
Pont de Suert (El),Lleida,El Pont de Suert,25173,2,1
Pont de Vilomara i Rocafort (El),Barcelona,El Pont de Vilomara i Rocafort,08182,1,2
Ponte Caldelas,Pontevedra,Ponte Caldelas,36043,1,3
Ponteareas,Pontevedra,Ponteareas,36042,1,3
Ponteceso,A Coruña,Ponteceso,15068,1,3
Pontecesures,Pontevedra,Pontecesures,36044,1,3
Pontedeume,A Coruña,Pontedeume,15069,1,3
Pontedeva,Ourense,Pontedeva,32064,2,2
Pontenova (A),Lugo,A Pontenova,27048,1,2
Pontes de García Rodríguez (As),A Coruña,As Pontes de García Rodríguez,15070,1,3
Pontevedra,Pontevedra,Pontevedra,36038,1,3
Pontils,Tarragona,Pontils,43141,1,2
Pontons,Barcelona,Pontons,08168,1,2
Pontós,Girona,Pontós,17136,1,1
Ponts,Lleida,Ponts,25172,2,1
Porcuna,Jaén,Porcuna,23069,2,2
Porqueira,Ourense,Porqueira,32062,2,2
Porqueres,Girona,Porqueres,17137,1,1
Porrera,Tarragona,Porrera,43114,1,2
Porreres,Illes Balears,Porreres,07043,1,2
Porriño (O),Pontevedra,O Porriño,36039,1,3
Port de la Selva (El),Girona,El Port de la Selva,17140,1,1
Portaje,Cáceres,Portaje,10150,0,3
Portalrubio de Guadamejud,Cuenca,Portalrubio de Guadamejud,16162,2,2
Portas,Pontevedra,Portas,36040,1,3
Portbou,Girona,Portbou,17138,1,1
Portell de Morella,Castellón,Portell de Morella,12091,1,2
Portella (La),Lleida,La Portella,25174,2,1
Portellada (La),Teruel,La Portellada,44187,2,1
Portezuelo,Cáceres,Portezuelo,10151,0,3
Portilla,Cuenca,Portilla,16163,2,2
Portillo,Valladolid,Portillo,47122,3,0
Portillo de Soria,Soria,Portillo de Soria,42140,3,1
Portillo de Toledo,Toledo,Portillo de Toledo,45134,0,2
Porto,Zamora,Porto,49162,3,2
Porto do Son,A Coruña,Porto do Son,15071,1,3
Portomarín,Lugo,Portomarín,27049,1,2
Portugalete,Bizkaia,Portugalete,48078,1,2
Pórtugos,Granada,Pórtugos,18163,1,1
Porzuna,Ciudad Real,Porzuna,13065,3,2
Posada de Valdeón,León,Posada de Valdeón,24116,2,1
Posadas,Córdoba,Posadas,14053,2,2
Potes,Cantabria,Potes,39055,1,1
Potries,Valencia,Potries,46198,1,0
Poveda,Ávila,Poveda,05188,0,1
Poveda de la Sierra,Guadalajara,Poveda de la Sierra,19223,0,1
Poveda de las Cintas,Salamanca,Poveda de las Cintas,37256,0,2
Póveda de Soria (La),Soria,La Póveda de Soria,42141,3,1
Povedilla,Albacete,Povedilla,02062,2,2
Poyales del Hoyo,Ávila,Poyales del Hoyo,05189,0,1
Poyatos,Cuenca,Poyatos,16165,2,2
Poza de la Sal,Burgos,Poza de la Sal,09272,2,2
Poza de la Vega,Palencia,Poza de la Vega,34136,2,2
Pozal de Gallinas,Valladolid,Pozal de Gallinas,47123,3,0
Pozaldez,Valladolid,Pozaldez,47124,3,0
Pozalmuro,Soria,Pozalmuro,42142,3,1
Pozán de Vero,Huesca,Pozán de Vero,22186,2,1
Pozanco,Ávila,Pozanco,05190,0,1
Pozo Alcón,Jaén,Pozo Alcón,23070,2,2
Pozo Cañada,Albacete,Pozo Cañada,02901,2,2
Pozo de Almoguera,Guadalajara,Pozo de Almoguera,19224,0,1
Pozo de Guadalajara,Guadalajara,Pozo de Guadalajara,19225,0,1
Pozo de Urama,Palencia,Pozo de Urama,34137,2,2
Pozo-Lorente,Albacete,Pozo-Lorente,02064,2,2
Pozoamargo,Cuenca,Pozoamargo,16166,2,2
Pozoantiguo,Zamora,Pozoantiguo,49163,3,2
Pozoblanco,Córdoba,Pozoblanco,14054,2,2
Pozohondo,Albacete,Pozohondo,02063,2,2
Pozondón,Teruel,Pozondón,44189,2,1
Pozorrubielos de la Mancha,Cuenca,Pozorrubielos de la Mancha,16908,2,2
Pozorrubio de Santiago,Cuenca,Pozorrubio de Santiago,16167,2,2
Pozos de Hinojo,Salamanca,Pozos de Hinojo,37257,0,2
Pozuel de Ariza,Zaragoza,Pozuel de Ariza,50215,2,1
Pozuel del Campo,Teruel,Pozuel del Campo,44190,2,1
Pozuelo,Albacete,Pozuelo,02065,2,2
Pozuelo (El),Cuenca,El Pozuelo,16169,2,2
Pozuelo de Alarcón,Madrid,Pozuelo de Alarcón,28115,3,2
Pozuelo de Aragón,Zaragoza,Pozuelo de Aragón,50216,2,1
Pozuelo de Calatrava,Ciudad Real,Pozuelo de Calatrava,13066,3,2
Pozuelo de la Orden,Valladolid,Pozuelo de la Orden,47125,3,0
Pozuelo de Tábara,Zamora,Pozuelo de Tábara,49164,3,2
Pozuelo de Zarzón,Cáceres,Pozuelo de Zarzón,10152,0,3
Pozuelo del Páramo,León,Pozuelo del Páramo,24117,2,1
Pozuelo del Rey,Madrid,Pozuelo del Rey,28116,3,2
Pozuelos de Calatrava (Los),Ciudad Real,Los Pozuelos de Calatrava,13067,3,2
Prádanos de Bureba,Burgos,Prádanos de Bureba,09273,2,2
Prádanos de Ojeda,Palencia,Prádanos de Ojeda,34139,2,2
Pradejón,La Rioja,Pradejón,26117,2,2
Pradell de la Teixeta,Tarragona,Pradell de la Teixeta,43115,1,2
Prádena,Segovia,Prádena,40162,3,1
Prádena de Atienza,Guadalajara,Prádena de Atienza,19226,0,1
Prádena del Rincón,Madrid,Prádena del Rincón,28117,3,2
Prades,Tarragona,Prades,43116,1,2
Pradilla de Ebro,Zaragoza,Pradilla de Ebro,50217,2,1
Pradillo,La Rioja,Pradillo,26118,2,2
Prado,Zamora,Prado,49165,3,2
Prado de la Guzpeña,León,Prado de la Guzpeña,24118,2,1
Prado del Rey,Cádiz,Prado del Rey,11026,1,0
Pradoluengo,Burgos,Pradoluengo,09274,2,2
Prados Redondos,Guadalajara,Prados Redondos,19227,0,1
Pradosegar,Ávila,Pradosegar,05191,0,1
Prat de Comte,Tarragona,Prat de Comte,43117,1,2
Prat de Llobregat (El),Barcelona,El Prat de Llobregat,08169,1,2
Pratdip,Tarragona,Pratdip,43118,1,2
Prats de Lluçanès,Barcelona,Prats de Lluçanès,08171,1,2
Prats de Rei (Els),Barcelona,Els Prats de Rei,08170,1,2
Prats i Sansor,Lleida,Prats i Sansor,25175,2,1
Pravia,Asturias,Pravia,33051,1,1
Preixana,Lleida,Preixana,25176,2,1
Preixens,Lleida,Preixens,25177,2,1
Préjano,La Rioja,Préjano,26119,2,2
Premià de Dalt,Barcelona,Premià de Dalt,08230,1,2
Premià de Mar,Barcelona,Premià de Mar,08172,1,2
Presencio,Burgos,Presencio,09275,2,2
Preses (Les),Girona,Les Preses,17139,1,1
Priaranza del Bierzo,León,Priaranza del Bierzo,24119,2,1
Priego,Cuenca,Priego,16170,2,2
Priego de Córdoba,Córdoba,Priego de Córdoba,14055,2,2
Prioro,León,Prioro,24120,2,1
Proaza,Asturias,Proaza,33052,1,1
Provencio (El),Cuenca,El Provencio,16171,2,2
Prullans,Lleida,Prullans,25179,2,1
Pruna,Sevilla,Pruna,41076,2,0
Puçol,Valencia,Puçol,46205,1,0
Puebla de Albortón,Zaragoza,Puebla de Albortón,50218,2,1
Puebla de Alcocer,Badajoz,Puebla de Alcocer,06102,3,0
Puebla de Alfindén (La),Zaragoza,La Puebla de Alfindén,50219,2,1
